date, pm25, pm10, o3, no2
2021/4/17, 40, 13, 35, 3
2021/4/18, 48, 13, 39, 2
2021/4/19, 47, 20, 41, 10
2021/4/20, 48, 27, 41, 8
2021/4/21, 42, 17, 44, 6
2021/4/22, 39, 9, 43, 4
2021/4/23, 24, 13, 49, 6
2021/4/24, 30, 8, 52, 4
2021/4/25, 24, 7, 43, 3
2021/4/26, 22, 11, 29, 9
2021/4/27, 33, 12, 30, 7
2021/4/28, 35, 20, 42, 3
2021/4/29, 34, 13, 36, 7
2021/4/30, 18, 12, 39, 6
2021/5/1, 30, 10, 41, 1
2021/5/2, 37, 8, 41, 3
2021/5/3, 29, 16, 42, 6
2021/5/4, 22, 24, 37, 7
2021/5/5, 21, 13, 34, 1
2021/5/6, 17, 9, 33, 4
2021/5/7, 21, 10, 31, 4
2021/5/8, 18, 9, 38, 4
2021/5/9, 21, 11, 30, 3
2021/5/10, 27, 12, 34, 5
2021/5/11, 16, 10, 35, 3
2021/5/12, 19, 13, 36, 4
2021/5/13, 20, 10, 30, 2
2021/5/14, 22, 9, 35, 1
2021/5/15, 18, 2, 30, 1
2021/5/16, 9, 12, 31, 1
2021/5/17, 18, 17, 33, 2
2021/5/18, 32, 12, 33, 6
2021/5/19, 28, 10, 32, 4
2021/5/20, 14, 15, 33, 6
2021/5/21, 17, 13, 29, 4
2021/5/22, 23, 8, 31, 2
2021/5/23, 21, 8, 34, 1
2021/5/24, 17, 12, 35, 2
2021/5/25, 24, 20, 32, 3
2021/5/26, 34, 22, 31, 5
2021/5/27, 43, 14, 39, 4
2021/5/28, 25, 18, 47, 7
2021/5/29, 29, 10, 36, 3
2021/5/30, 24, 8, 41, 2
2021/5/31, 26, 16, 43, 7
2021/6/1, 24, 15, 34, 5
2021/6/2, 36, 20, 43, 4
2021/6/3, 46, 16, 34, 5
2021/6/4, 43, 6, 31, 4
2021/6/5, 22, 10, 37, 2
2021/6/6, 20, 7, 39, 1
2021/6/7, 18, 14, 43, 5
2021/6/8, 22, 11, 45, 5
2021/6/9, 27, 22, 47, 6
2021/6/10, 29, 12, 34, 2
2021/6/11, 22, 20, 42, 4
2021/6/12, 33, 17, 45, 3
2021/6/13, 44, 13, 42, 3
2021/6/14, 38, 17, 43, 3
2021/6/15, 28, 23, 49, 8
2021/6/16, 35, 20, 46, 11
2021/6/17, 47, 12, 31, 6
2021/6/18, 37, 10, 34, 4
2021/6/19, 24, 5, 29, 3
2021/6/20, 19, 5, 32, 2
2021/6/21, 17, 10, 26, 3
2021/6/22, 13, 9, 25, 3
2021/6/23, 13, 12, 26, 5
2021/6/24, 20, 8, 31, 1
2021/6/25, 29, 14, 35, 4
2021/6/26, 29, 9, 38, 3
2021/6/27, 27, 3, 22, 1
2021/6/28, 13, 8, 29, 4
2021/6/29, 20, 7, 29, 3
2021/6/30, 13, 11, 30, 4
2021/7/1, 21, 11, 33, 3
2021/1/5, 57, 22, 9, 8
2021/1/6, 88, 32, 6, 11
2021/1/7, 103, 31, 12, 10
2021/1/8, 100, 29, 13, 13
2021/1/9, 98, 19, 15, 7
2021/1/10, 61, 11, 20, 3
2021/1/11, 49, 26, 20, 13
2021/1/12, 65, 20, 24, 13
2021/1/13, 45, 5, 26, 8
2021/1/14, 18, 7, 28, 9
2021/1/15, 16, 14, 24, 6
2021/1/16, 31, 26, 21, 11
2021/1/17, 72, 21, 27, 5
2021/1/18, 35, 43, 19, 16
2021/1/19, 105, 27, 12, 15
2021/1/20, 71, 14, 22, 6
2021/1/21, 39, 9, 30, 10
2021/1/22, 21, 9, 29, 6
2021/1/23, 23, 10, 29, 3
2021/1/24, 28, 5, 30, 3
2021/1/25, 15, 14, 27, 12
2021/1/26, 30, 17, 19, 12
2021/1/27, 59, 12, 20, 11
2021/1/28, 26, 9, 19, 6
2021/1/29, 20, 24, 28, 4
2021/1/30, 39, 15, 32, 2
2021/1/31, 40, 9, 32, 1
2021/2/1, 35, 24, 34, 3
2021/2/2, 54, 12, 25, 11
2021/2/3, 28, 15, 29, 8
2021/2/4, 41, 14, 22, 11
2021/2/5, 37, 10, 22, 7
2021/2/6, 33, 8, 24, 3
2021/2/7, 33, 6, 25, 4
2021/2/8, 18, 6, 28, 5
2021/2/9, 19, 6, 26, 7
2021/2/10, 20, 8, 25, 12
2021/2/11, 23, 13, 13, 6
2021/2/12, 46, 11, 17, 6
2021/2/13, 39, 23, 13, 8
2021/2/14, 84, 17, 28, 5
2021/2/15, 65, 12, 27, 4
2021/2/16, 20, 18, 29, 5
2021/2/17, 29, 14, 24, 11
2021/2/18, 37, 17, 28, 6
2021/2/19, 32, 23, 35, 5
2021/2/20, 50, 26, 33, 2
2021/2/21, 53, 19, 35, 1
2021/2/22, 47, 21, 29, 6
2021/2/23, 42, 14, 26, 8
2021/2/24, 33, 35, 23, 5
2021/2/25, 68, 28, 28, 5
2021/2/26, 53, 36, 25, 6
2021/2/27, 71, 14, 30, 3
2021/2/28, 49, 17, 27, 5
2021/3/1, 58, 33, 33, 7
2021/3/2, 69, 34, 28, 8
2021/3/3, 69, 43, 25, 11
2021/3/4, 76, 48, 28, 10
2021/3/5, 91, 22, 25, 5
2021/3/6, 56, 19, 22, 6
2021/3/7, 62, 24, 24, 8
2021/3/8, 68, 27, 27, 6
2021/3/9, 76, 35, 34, 8
2021/3/10, 98, 31, 33, 11
2021/3/11, 82, 15, 28, 5
2021/3/12, 23, 17, 32, 8
2021/3/13, 35, 15, 33, 2
2021/3/14, 34, 10, 30, 2
2021/3/15, 26, 14, 32, 3
2021/3/16, 28, 14, 29, 6
2021/3/17, 28, 15, 31, 4
2021/3/18, 62, 14, 29, 6
2021/3/19, 36, 9, 28, 4
2021/3/20, 27, 9, 33, 4
2021/3/21, 35, 13, 31, 4
2021/3/22, 56, 21, 34, 6
2021/3/23, 60, 23, 34, 10
2021/3/24, 57, 28, 38, 12
2021/3/25, 50, 17, 29, 9
2021/3/26, 34, 22, 33, 7
2021/3/27, 37, 15, 36, 8
2021/3/28, 31, 16, 38, 8
2021/3/29, 53, 16, 40, 9
2021/3/30, 38, 19, 37, 7
2021/3/31, 39, 28, 36, 6
2021/4/1, 44, 26, 38, 7
2020/10/2, 18, 5, 27, 6
2020/10/3, 13, 9, 27, 2
2020/10/4, 24, 5, 24, 4
2020/10/5, 18, 11, 23, 7
2020/10/6, 22, 6, 22, 4
2020/10/7, 16, 16, 24, 7
2020/10/8, 32, 17, 20, 8
2020/10/9, 28, 18, 23, 8
2020/10/10, 34, 8, 23, 4
2020/10/11, 16, 9, 24, 5
2020/10/12, 16, 8, 22, 8
2020/10/13, 19, 8, 23, 6
2020/10/14, 16, 6, 18, 8
2020/10/15, 18, 15, 16, 8
2020/10/16, 54, 23, 23, 10
2020/10/17, 55, 16, 19, 10
2020/10/18, 45, 8, 20, 7
2020/10/19, 49, 18, 26, 7
2020/10/20, 45, 12, 26, 5
2020/10/21, 31, 24, 27, 12
2020/10/22, 26, 24, 17, 11
2020/10/23, 45, 10, 24, 7
2020/10/24, 18, 12, 22, 6
2020/10/25, 21, 8, 22, 6
2020/10/26, 19, 10, 21, 11
2020/10/27, 21, 9, 20, 9
2020/10/28, 18, 16, 26, 8
2020/10/29, 31, 32, 22, 12
2020/10/30, 49, 28, 20, 13
2020/10/31, 61, 23, 20, 10
2020/11/1, 59, 19, 14, 7
2020/11/2, 55, 22, 26, 6
2020/11/3, 41, 15, 25, 8
2020/11/4, 36, 20, 23, 10
2020/11/5, 60, 13, 15, 8
2020/11/6, 39, 21, 22, 7
2020/11/7, 51, 17, 22, 5
2020/11/8, 51, 8, 21, 3
2020/11/9, 25, 25, 14, 11
2020/11/10, 45, 31, 17, 12
2020/11/11, 58, 25, 18, 7
2020/11/12, 53, 23, 15, 12
2020/11/13, 50, 33, 16, 14
2020/11/14, 64, 17, 19, 8
2020/11/15, 52, 11, 24, 3
2020/11/16, 36, 34, 19, 14
2020/11/17, 60, 32, 18, 14
2020/11/18, 62, 31, 16, 12
2020/11/19, 48, 27, 26, 11
2020/11/20, 49, 31, 22, 13
2020/11/21, 56, 23, 17, 11
2020/11/22, 75, 38, 18, 11
2020/11/23, 169, 57, 9, 18
2020/11/24, 127, 50, 12, 13
2020/11/25, 122, 34, 21, 13
2020/11/26, 81, 21, 22, 13
2020/11/27, 61, 17, 23, 9
2020/11/28, 47, 12, 21, 6
2020/11/29, 50, 21, 17, 9
2020/11/30, 87, 25, 12, 10
2020/12/1, 82, 36, 15, 14
2020/12/2, 83, 25, 17, 12
2020/12/3, 52, 10, 24, 11
2020/12/4, 24, 8, 26, 13
2020/12/5, 20, 6, 23, 7
2020/12/6, 24, 12, 22, 8
2020/12/7, 35, 8, 28, 10
2020/12/8, 39, 8, 23, 11
2020/12/9, 37, , 13, 15
2020/12/10, 33, 15, 19, 12
2020/12/11, 29, 12, 27, 4
2020/12/12, 31, 13, 27, 6
2020/12/13, 34, 11, 17, 3
2020/12/14, 44, 14, 15, 7
2020/12/15, 34, 13, 19, 14
2020/12/16, 33, 12, 18, 8
2020/12/17, 31, 22, 15, 15
2020/12/18, 45, 13, 11, 6
2020/12/19, 41, 12, 14, 9
2020/12/20, 43, 14, 24, 9
2020/12/21, 44, 7, 15, 8
2020/12/22, 30, 10, 9, 7
2020/12/23, 29, 12, 26, 6
2020/12/24, 39, 11, 26, 3
2020/12/25, 23, 9, 24, 1
2020/12/26, 27, 14, 20, 10
2020/12/27, 44, 6, 29, 2
2020/12/28, 20, 12, 29, 4
2020/12/29, 32, 11, 24, 11
2020/12/30, 32, 8, 23, 12
2020/12/31, 19, 9, 27, 10
2021/1/1, 26, 22, 17, 6
2021/1/2, 71, 14, 21, 6
2021/1/3, 54, 13, 19, 5
2021/1/4, 46, 14, 17, 6
2020/7/2, 15, 16, 23, 1
2020/7/3, 14, 10, 22, 4
2020/7/4, 16, 6, 24, 3
2020/7/5, 17, 6, 18, 1
2020/7/6, 18, 23, 27, 1
2020/7/7, 20, 17, 33, 3
2020/7/8, 28, 15, 39, 6
2020/7/9, 27, 21, 34, 7
2020/7/10, 32, 9, 13, 1
2020/7/11, 11, 6, 37, 2
2020/7/12, 16, 6, 40, 2
2020/7/13, 14, 14, 46, 2
2020/7/14, 22, 8, 37, 1
2020/7/15, 19, 13, 23, 1
2020/7/16, 25, 13, 19, 2
2020/7/17, 17, 13, 28, 4
2020/7/18, 27, 11, 34, 4
2020/7/19, 32, 16, 39, 4
2020/7/20, 40, 25, 42, 7
2020/7/21, 40, 19, 31, 4
2020/7/22, 38, 17, 35, 4
2020/7/23, 48, 26, 45, 7
2020/7/24, 46, 17, 32, 1
2020/7/25, 24, 4, 24, 1
2020/7/26, 14, 3, 15, 1
2020/7/27, 14, 15, 25, 5
2020/7/28, 22, 8, 18, 2
2020/7/29, 18, 17, 39, 6
2020/7/30, 26, 21, 34, 11
2020/7/31, 40, 31, 27, 6
2020/8/1, 55, 6, 14, 1
2020/8/2, 16, 3, 23, 
2020/8/3, 15, 6, 20, 1
2020/8/4, 10, 11, 34, 3
2020/8/5, 14, 11, 43, 5
2020/8/6, 17, 16, 48, 12
2020/8/7, 23, 20, 54, 13
2020/8/8, 42, 15, 28, 2
2020/8/9, 42, 13, 33, 3
2020/8/10, 45, 17, 26, 5
2020/8/11, 51, 17, 27, 6
2020/8/12, 50, 11, 24, 8
2020/8/13, 37, 4, 17, 4
2020/8/14, 18, 8, 28, 3
2020/8/15, 21, 5, 34, 5
2020/8/16, 21, 6, 23, 1
2020/8/17, 20, 8, 21, 5
2020/8/18, 20, 5, 21, 5
2020/8/19, 13, 8, 28, 8
2020/8/20, 18, 15, 33, 7
2020/8/21, 23, 8, 21, 3
2020/8/22, 21, 11, 25, 2
2020/8/23, 27, 5, 26, 2
2020/8/24, 19, 7, 32, 4
2020/8/25, 16, 14, 29, 5
2020/8/26, 17, 11, 28, 2
2020/8/27, 19, 13, 24, 4
2020/8/28, 20, 17, 24, 1
2020/8/29, 16, 3, 25, 3
2020/8/30, 12, 4, 30, 1
2020/8/31, 14, 6, 31, 7
2020/9/1, 16, 8, 37, 5
2020/9/2, 15, 13, 37, 9
2020/9/3, 18, 16, 46, 13
2020/9/4, 24, 17, 53, 16
2020/9/5, 32, 11, 31, 4
2020/9/6, 30, 8, 28, 2
2020/9/7, 19, 10, 31, 3
2020/9/8, 16, 14, 38, 9
2020/9/9, 23, 19, 43, 10
2020/9/10, 29, 18, 31, 7
2020/9/11, 21, 14, 25, 3
2020/9/12, 18, 9, 23, 4
2020/9/13, 22, 9, 37, 6
2020/9/14, 21, 16, 45, 10
2020/9/15, 33, 24, 37, 8
2020/9/16, 55, 23, 44, 8
2020/9/17, 48, 18, 46, 12
2020/9/18, 48, 23, 33, 11
2020/9/19, 55, 8, 27, 5
2020/9/20, 29, 3, 28, 1
2020/9/21, 18, 7, 23, 5
2020/9/22, 26, 9, 31, 8
2020/9/23, 34, 11, 29, 5
2020/9/24, 27, 12, 27, 5
2020/9/25, 17, 7, 26, 3
2020/9/26, 18, 8, 21, 4
2020/9/27, 17, 8, 25, 3
2020/9/28, 19, 11, 25, 2
2020/9/29, 20, 12, 27, 11
2020/9/30, 24, 12, 28, 9
2020/10/1, 32, 9, 26, 7
2020/4/2, 31, 14, 41, 6
2020/4/3, 43, 15, 36, 4
2020/4/4, 46, 11, 39, 4
2020/4/5, 38, 9, 37, 1
2020/4/6, 35, 10, 38, 3
2020/4/7, 44, 13, 42, 5
2020/4/8, 56, 12, 38, 3
2020/4/9, 47, 13, 42, 5
2020/4/10, 50, 11, 41, 4
2020/4/11, 45, 13, 41, 3
2020/4/12, 50, 12, 30, 1
2020/4/13, 49, 12, 41, 1
2020/4/14, 51, 11, 36, 2
2020/4/15, 36, 13, 40, 3
2020/4/16, 32, 13, 36, 2
2020/4/17, 38, 12, 29, 3
2020/4/18, 32, 8, 27, 3
2020/4/19, 25, 5, 22, 2
2020/4/20, 27, 6, 24, 2
2020/4/21, 30, 8, 24, 2
2020/4/22, 40, 29, 31, 3
2020/4/23, 79, 23, 30, 3
2020/4/24, 50, 17, 33, 4
2020/4/25, 43, 11, 28, 3
2020/4/26, 41, 11, 31, 2
2020/4/27, 50, 9, 31, 3
2020/4/28, 38, 10, 33, 4
2020/4/29, 25, 8, 29, 3
2020/4/30, 19, 8, 30, 2
2020/5/1, 20, 4, 24, 
2020/5/2, 14, 5, 14, 
2020/5/3, 14, 5, 18, 
2020/5/4, 18, 4, 27, 3
2020/5/5, 18, 9, 34, 2
2020/5/6, 19, 9, 36, 3
2020/5/7, 15, 7, 34, 4
2020/5/8, 19, 9, 31, 2
2020/5/9, 27, 10, 26, 4
2020/5/10, 36, 6, 31, 1
2020/5/11, 25, 3, 28, 2
2020/5/12, 9, 9, 21, 4
2020/5/13, 28, 8, 17, 4
2020/5/14, 28, 12, 27, 3
2020/5/15, 22, 15, 36, 3
2020/5/16, 33, 14, 45, 2
2020/5/17, 30, 13, 45, 2
2020/5/18, 25, 15, 43, 4
2020/5/19, 28, 15, 44, 4
2020/5/20, 20, 18, 47, 7
2020/5/21, 22, 16, 41, 4
2020/5/22, 40, 16, 32, 4
2020/5/23, 37, 10, 27, 1
2020/5/24, 24, 9, 33, 2
2020/5/25, 21, 8, 33, 3
2020/5/26, 19, 13, 38, 4
2020/5/27, 21, 10, 43, 4
2020/5/28, 21, 15, 46, 7
2020/5/29, 23, 13, 46, 5
2020/5/30, 28, 12, 43, 4
2020/5/31, 26, 11, 40, 4
2020/6/1, 26, 11, 31, 3
2020/6/2, 31, 10, 45, 6
2020/6/3, 21, 28, 48, 7
2020/6/4, 31, 14, 38, 5
2020/6/5, 29, 9, 30, 2
2020/6/6, 15, 5, 23, 
2020/6/7, 13, 5, 28, 2
2020/6/8, 13, 8, 26, 5
2020/6/9, 14, 18, 29, 5
2020/6/10, 19, 14, 31, 7
2020/6/11, 31, 7, 20, 8
2020/6/12, 30, 7, 26, 4
2020/6/13, 12, 9, 29, 2
2020/6/14, 22, 10, 32, 2
2020/6/15, 23, 15, 29, 4
2020/6/16, 24, 11, 27, 5
2020/6/17, 21, 6, 27, 3
2020/6/18, 17, 6, 24, 6
2020/6/19, 16, 7, 26, 5
2020/6/20, 15, 5, 25, 3
2020/6/21, 15, 6, 22, 2
2020/6/22, 18, 11, 33, 2
2020/6/23, 26, 13, 39, 7
2020/6/24, 30, 18, 49, 13
2020/6/25, 38, 27, 32, 6
2020/6/26, 57, 14, 32, 4
2020/6/27, 42, 5, 23, 2
2020/6/28, 19, 4, 18, 1
2020/6/29, 14, 12, 26, 1
2020/6/30, 15, 11, 25, 4
2020/7/1, 23, 10, 12, 2
2020/1/3, 68, 20, 19, 10
2020/1/4, 67, 21, 22, 14
2020/1/5, 39, 17, 21, 11
2020/1/6, 70, 27, 6, 14
2020/1/7, 71, 19, 5, 11
2020/1/8, 76, 23, 11, 13
2020/1/9, 58, 23, 32, 16
2020/1/10, 54, 23, 30, 12
2020/1/11, 40, 48, 21, 13
2020/1/12, 86, 39, 15, 19
2020/1/13, 91, 26, 19, 12
2020/1/14, 56, 23, 23, 10
2020/1/15, 47, 23, 21, 9
2020/1/16, 43, 24, 23, 12
2020/1/17, 42, 20, 25, 7
2020/1/18, 27, 10, 21, 14
2020/1/19, 38, 10, 26, 7
2020/1/20, 24, 7, 23, 2
2020/1/21, 31, 14, 15, 5
2020/1/22, 43, 14, 16, 9
2020/1/23, 40, 18, 24, 12
2020/1/24, 45, 25, 14, 9
2020/1/25, 63, 30, 14, 11
2020/1/26, 79, 30, 25, 13
2020/1/27, 72, 29, 19, 10
2020/1/28, 44, 13, 32, 11
2020/1/29, 37, 20, 24, 8
2020/1/30, 48, 26, 25, 14
2020/1/31, 17, 7, 25, 10
2020/2/1, 26, 1, 25, 3
2020/2/2, 24, , 18, 
2020/2/3, 24, , 23, 
2020/2/4, 44, 38, 31, 14
2020/2/5, 29, 18, 24, 5
2020/2/6, 49, 35, 23, 12
2020/2/7, 43, 25, 22, 10
2020/2/8, 53, 23, 20, 12
2020/2/9, 50, 15, 9, 9
2020/2/10, 51, 8, , 5
2020/2/25, 60, 20, 33, 9
2020/2/26, 26, 8, 32, 4
2020/2/27, 29, 9, 29, 4
2020/2/28, 31, 8, 19, 5
2020/2/29, 66, 62, 34, 12
2020/3/1, 51, 23, 33, 3
2020/3/2, 28, 10, 35, 3
2020/3/3, 19, 5, 25, 1
2020/3/4, 10, 4, 20, 6
2020/3/5, 19, 5, 34, 9
2020/3/6, 34, 15, 33, 3
2020/3/7, 24, 9, 28, 3
2020/3/8, 33, 13, 30, 9
2020/3/9, 31, 9, 30, 4
2020/3/10, 35, 13, 30, 5
2020/3/11, 50, 16, 26, 8
2020/3/12, 23, 12, 29, 8
2020/3/13, 41, 17, 31, 10
2020/3/14, 37, 21, 30, 10
2020/3/15, 42, 18, 32, 10
2020/3/16, 52, 12, 28, 7
2020/3/17, 26, 13, 26, 6
2020/3/18, 38, 14, 30, 7
2020/3/19, 66, 22, 36, 9
2020/3/20, 74, 19, 40, 9
2020/3/21, 58, 11, 41, 5
2020/3/22, 55, 14, 33, 3
2020/3/23, 76, 24, 32, 3
2020/3/24, 66, 20, 35, 4
2020/3/25, 70, 21, 34, 4
2020/3/26, 29, 9, 39, 2
2020/3/27, 67, 20, 39, 3
2020/3/28, 81, 19, 44, 7
2020/3/29, 89, 27, , 5
2020/3/30, 136, 40, , 4
2019/7/2, 40, 21, 28, 5
2019/7/3, 43, 18, 50, 7
2019/7/4, 43, 17, 54, 9
2019/7/5, 47, 26, 61, 8
2019/7/6, 52, 15, 48, 4
2019/7/7, 41, 12, 42, 1
2019/7/8, 38, 18, 51, 6
2019/7/9, 45, 16, 45, 6
2019/7/10, 35, 17, 45, 7
2019/7/11, 20, 23, 47, 8
2019/7/12, 28, 13, 43, 3
2019/7/13, 27, 8, 41, 2
2019/7/14, 23, 11, 40, 3
2019/7/15, 24, 13, 37, 3
2019/7/16, 37, 23, 49, 7
2019/7/17, 34, 20, 43, 4
2019/7/18, 33, 19, 28, 3
2019/7/19, 30, 13, 32, 7
2019/7/20, 28, 10, 22, 2
2019/7/21, 22, 8, 33, 1
2019/7/22, 24, 20, 45, 7
2019/7/23, 34, 28, 54, 10
2019/7/24, 57, 32, 58, 8
2019/7/25, 60, 32, 52, 7
2019/7/26, 58, 13, 28, 7
2019/7/27, 25, 6, 24, 4
2019/7/28, 19, 11, 28, 3
2019/7/29, 21, 11, 34, 6
2019/7/30, 22, 18, 28, 4
2019/7/31, 27, 17, 37, 6
2019/8/1, 23, 11, 36, 7
2019/8/2, 21, 12, 39, 6
2019/8/3, 27, 12, 47, 5
2019/8/4, 29, 10, 38, 2
2019/8/5, 29, 44, 29, 4
2019/8/6, 24, 14, 31, 5
2019/8/7, 30, 10, 25, 4
2019/8/8, 26, 8, 36, 6
2019/8/9, 21, 15, 30, 4
2019/8/10, 25, 21, 28, 4
2019/8/11, 41, 10, 31, 3
2019/8/12, 26, 11, 30, 5
2019/8/13, 19, 13, 31, 7
2019/8/14, 24, 10, 33, 5
2019/8/15, 22, 7, 28, 2
2019/8/16, 18, 9, 33, 5
2019/8/17, 21, 7, 26, 3
2019/8/18, 19, 5, 23, 3
2019/8/19, 17, 11, 33, 4
2019/8/20, 21, 11, 32, 5
2019/8/21, 20, 9, 37, 4
2019/8/22, 18, 15, 43, 4
2019/8/23, 27, 14, 47, 11
2019/8/24, 36, 14, 58, 11
2019/8/25, 47, 17, 51, 3
2019/8/26, 50, 20, 48, 6
2019/8/27, 49, 20, 38, 6
2019/8/28, 51, 15, 37, 2
2019/8/29, 39, 10, 36, 5
2019/8/30, 28, 17, 52, 7
2019/8/31, 32, 12, 34, 4
2019/9/1, 29, 5, 27, 3
2019/9/2, 16, 33, 34, 4
2019/9/3, 18, 49, 44, 10
2019/9/4, 29, 23, 38, 7
2019/9/5, 22, 26, 30, 6
2019/9/6, 24, 20, 36, 8
2019/9/7, 20, 13, 28, 6
2019/9/8, 18, 6, 32, 3
2019/9/9, 14, 18, 33, 11
2019/9/10, 18, 9, 28, 7
2019/9/11, 21, 12, 44, 7
2019/9/12, 20, 14, 43, 6
2019/9/13, 25, 16, 42, 14
2019/9/14, 22, 17, 33, 15
2019/9/15, 36, 12, 46, 16
2019/9/16, 33, 26, 52, 14
2019/9/17, 52, 24, 52, 12
2019/9/18, 41, 14, 41, 5
2019/9/19, 23, 18, 41, 8
2019/9/20, 25, 20, 49, 11
2019/9/21, 31, 16, 35, 6
2019/9/22, 39, 9, 28, 4
2019/9/23, 23, 16, 20, 12
2019/9/24, 26, 14, 26, 9
2019/9/25, 28, 13, 24, 8
2019/9/26, 25, 19, 27, 8
2019/9/27, 39, 17, 28, 8
2019/9/28, 33, 15, 33, 8
2019/9/29, 30, 10, 26, 8
2019/9/30, 26, 11, 27, 9
2019/10/1, 21, 14, 27, 10
2019/10/2, 28, 10, 25, 5
2019/10/3, 17, 12, 24, 10
2019/10/4, 22, 16, 25, 9
2019/10/5, 30, 16, 22, 8
2019/10/6, 30, 12, 24, 5
2019/10/7, 25, , , 
2019/4/2, 44, 34, 42, 6
2019/4/3, 59, 9, 39, 6
2019/4/4, 14, 7, 36, 10
2019/4/5, 13, 8, 33, 8
2019/4/6, 18, 7, 34, 7
2019/4/7, 18, 6, 37, 8
2019/4/8, 31, 10, 30, 12
2019/4/9, 30, 15, 38, 13
2019/4/10, 36, 18, 41, 8
2019/4/11, 34, 28, 37, 5
2019/4/12, 90, 30, 44, 9
2019/4/13, 87, 26, 45, 10
2019/4/14, 89, 12, 43, 5
2019/4/15, 59, 14, 38, 10
2019/4/16, 44, 12, 37, 5
2019/4/17, 26, 9, 40, 7
2019/4/18, 22, 12, 40, 8
2019/4/19, 27, 20, 53, 10
2019/4/20, 37, 12, 53, 8
2019/4/21, 40, 10, 46, 5
2019/4/22, 32, 17, 41, 5
2019/4/23, 45, 23, 39, 7
2019/4/24, 44, 9, 38, 7
2019/4/25, 10, 9, 38, 8
