date, pm25, pm10, no2, so2
2019/8/10, , 15, 5, 
2019/8/11, , 20, 2, 
2019/8/12, , 18, 5, 
2019/8/13, , 23, 5, 
2019/8/14, , 24, 4, 
2019/8/15, , 14, 3, 
2019/8/16, , 15, 4, 
2019/8/17, , 25, 4, 
2019/8/18, , 24, 3, 
2019/8/19, , 23, 4, 
2019/8/20, , 21, 6, 
2019/8/21, , 29, 7, 
2019/8/22, , 22, 5, 
2019/8/23, , 17, 8, 
2019/8/24, , 31, 7, 
2019/8/25, , 31, 4, 
2019/8/26, , 16, 3, 
2019/8/27, , 22, 6, 
2019/8/28, , 39, 5, 
2019/8/29, , 42, 6, 1
2019/8/30, , 21, 5, 
2019/8/31, , 27, 5, 
2019/9/1, , 27, 3, 
2019/9/2, , 30, 3, 2
2019/9/3, , 13, 3, 
2019/9/4, , 15, 3, 
2019/9/5, , 19, 3, 1
2019/9/6, , 22, 1, 
2019/9/7, , 17, 2, 
2019/9/8, , 27, , 
2019/9/9, , 12, 1, 
2019/9/10, , 21, , 
2019/9/11, , 8, 1, 
2019/9/12, , 19, 1, 1
2019/9/13, , 21, 1, 3
2019/9/14, , 21, , 6
2019/9/15, , 16, , 
2019/9/16, , 17, , 
2019/9/17, , 29, , 
2019/9/18, , 11, 3, 6
2019/9/19, , 15, 6, 4
2019/9/20, , 13, 7, 2
2019/9/21, , 16, 4, 
2019/9/22, , 10, 3, 
2019/9/23, , 12, 1, 
2019/9/24, , 8, 5, 1
2019/9/25, , 19, 6, 1
2019/9/26, , 30, 14, 1
2019/9/27, , 34, 9, 
2019/9/28, , 28, 5, 
2019/9/29, , 14, 4, 
2019/9/30, , 11, 9, 
2019/10/1, , 10, 10, 
2019/4/2, , 24, 6, 3
2019/4/3, , 45, 5, 2
2019/4/4, , 39, 7, 4
2019/4/5, , 45, 5, 1
2019/4/6, , 45, 10, 1
2019/4/7, , 44, 14, 1
2019/4/8, , 54, 15, 
2019/4/9, , 33, 6, 
2019/4/10, , 20, 4, 
2019/4/11, , 26, 6, 
2019/4/12, , 11, 2, 
2019/4/13, , 11, 1, 
2019/4/14, , 13, 2, 
2019/4/15, , 16, 6, 
2019/4/16, , 19, 6, 1
2019/4/17, , 24, 10, 1
2019/4/18, , 36, 16, 1
2019/4/19, , 37, 11, 
2019/4/20, , 29, 8, 
2019/4/21, , 26, 8, 
2019/4/22, , 27, 4, 
2019/4/23, , 25, 2, 1
2019/4/24, , 44, 4, 2
2019/4/25, , 49, 9, 1
2019/4/26, , 42, 20, 1
2019/4/27, , 58, 13, 1
2019/4/28, , 42, 6, 3
2019/4/29, , 10, 5, 
2019/4/30, , 21, 6, 
2019/5/1, , 24, 6, 
2019/5/2, , 21, 2, 
2019/5/3, , 21, 3, 
2019/5/4, , 13, 3, 
2019/5/5, , 11, 5, 2
2019/5/6, , 16, 11, 
2019/5/7, , 28, 7, 1
2019/5/8, , 29, 10, 1
2019/5/9, , 28, 6, 1
2019/5/10, , 32, 9, 
2019/5/11, , 25, 8, 6
2019/5/12, , 21, 6, 1
2019/5/13, , 22, 4, 3
2019/5/14, , 19, 3, 
2019/5/15, , 25, 5, 
2019/5/16, , 16, 3, 
2019/5/17, , 15, 3, 
2019/5/18, , 11, 11, 
2019/5/19, , 14, 10, 
2019/5/20, , 17, 9, 
2019/5/21, , 21, 7, 
2019/5/22, , 21, 9, 
2019/5/23, , 21, 7, 1
2019/5/24, , 24, 8, 3
2019/5/25, , 27, 6, 2
2019/5/26, , 19, 2, 
2019/5/27, , 15, 7, 
2019/5/28, , 17, 7, 
2019/5/29, , 13, 5, 2
2019/5/30, , 21, 9, 2
2019/5/31, , 25, 8, 2
2019/6/1, , 24, 5, 
2019/6/2, , 15, 4, 
2019/6/3, , 11, 6, 
2019/6/4, , 19, 8, 
2019/6/5, , 23, 7, 
2019/6/6, , 25, 5, 1
2019/6/7, , 29, 9, 
2019/6/8, , 23, 5, 
2019/6/9, , 17, 4, 
2019/6/10, , 19, 6, 
2019/6/11, , 20, 8, 
2019/6/12, , 22, 8, 
2019/6/13, , 35, 12, 1
2019/6/14, , 26, 6, 
2019/6/15, , 14, 5, 
2019/6/16, , 19, 3, 1
2019/6/17, , 12, 5, 2
2019/6/18, , 19, 7, 1
2019/6/19, , 19, 6, 
2019/6/20, , 24, 6, 
2019/6/21, , 34, 10, 1
2019/6/22, , 24, 3, 3
2019/6/23, , 18, 4, 
2019/6/24, , 15, 7, 
2019/6/25, , 21, 5, 
2019/6/26, , 31, 13, 
2019/6/27, , 43, 5, 6
2019/6/28, , 31, 6, 3
2019/6/29, , 28, 4, 2
2019/6/30, , 20, 6, 6
2019/7/1, , 31, 4, 9
2019/1/2, , 8, 2, 1
2019/1/3, , 12, 2, 1
2019/1/4, , 11, 11, 5
2019/1/5, , 10, 2, 3
2019/1/6, , 6, 5, 1
2019/1/7, , 10, 8, 2
2019/1/8, , 13, 7, 1
2019/1/9, , 13, 5, 1
2019/1/10, , 17, 6, 1
2019/1/11, , 18, 11, 2
2019/1/12, , 13, 9, 5
2019/1/13, , 11, 4, 1
2019/1/14, , 5, 5, 5
2019/1/15, , 8, 7, 14
2019/1/16, , 15, 13, 3
2019/1/17, , 13, 5, 1
2019/1/18, , 8, 10, 9
2019/1/19, , 10, 6, 1
2019/1/20, , 12, 6, 2
2019/1/21, , 8, 9, 1
2019/1/22, , 14, 9, 2
2019/1/23, , 35, 8, 3
2019/1/24, , 37, 5, 2
2019/1/25, , 21, 11, 2
2019/1/26, , 18, 7, 3
2019/1/27, , 31, 6, 4
2019/1/28, , 31, 9, 4
2019/1/29, , 32, 12, 3
2019/1/30, , 26, 8, 2
2019/1/31, , 18, 6, 2
2019/2/1, , 18, 6, 2
2019/2/2, , 22, 8, 3
2019/2/3, , 26, 6, 3
2019/2/4, , 10, 8, 3
2019/2/5, , 13, 8, 1
2019/2/6, , 15, 10, 4
2019/2/7, , 13, 9, 2
2019/2/8, , 27, 11, 1
2019/2/9, , 22, 6, 1
2019/2/10, , 18, 3, 1
2019/2/11, , 12, 9, 2
2019/2/12, , 13, 6, 12
2019/2/13, , 9, 9, 8
2019/2/14, , 19, 11, 14
2019/2/15, , 14, 11, 6
2019/2/16, , 17, 9, 2
2019/2/17, , 17, 9, 15
2019/2/18, , 18, 13, 4
2019/2/19, , 24, 10, 1
2019/2/20, , 28, 8, 21
2019/2/21, , 15, 4, 1
2019/2/22, , 8, 4, 
2019/2/23, , 10, 10, 1
2019/2/24, , 20, 10, 22
2019/2/25, , 27, 13, 25
2019/2/26, , 21, 9, 5
2019/2/27, , 20, 14, 2
2019/2/28, , 31, 10, 10
2019/3/1, , 32, 8, 2
2019/3/2, , 25, 7, 1
2019/3/3, , 20, 4, 1
2019/3/4, , 14, 6, 
2019/3/5, , 10, 6, 
2019/3/6, , 9, 7, 
2019/3/7, , 12, 10, 1
2019/3/8, , 22, 5, 
2019/3/9, , 15, 4, 
2019/3/10, , 10, 5, 
2019/3/11, , 12, 8, 4
2019/3/12, , 13, 13, 3
2019/3/13, , 17, 8, 1
2019/3/14, , 13, 7, 1
2019/3/15, , 10, 7, 1
2019/3/16, , 10, 5, 2
2019/3/17, , 13, 3, 1
2019/3/18, , 9, 4, 1
2019/3/19, , 9, 9, 9
2019/3/20, , 17, 7, 1
2019/3/21, , 16, 7, 1
2019/3/22, , 15, 6, 9
2019/3/23, , 12, 9, 11
2019/3/24, , 25, 4, 15
2019/3/25, , 15, 10, 1
2019/3/26, , 20, 6, 2
2019/3/27, , 17, 9, 1
2019/3/28, , 16, 9, 5
2019/3/29, , 19, 5, 2
2019/3/30, , 23, 7, 1
2019/3/31, , 16, 5, 5
2019/4/1, , 19, 7, 1
2018/10/2, , 27, 6, 7
2018/10/3, , 16, 8, 16
2018/10/4, , 15, 10, 3
2018/10/5, , 20, 9, 1
2018/10/6, , 16, 9, 1
2018/10/7, , 26, 8, 5
2018/10/8, , 21, 12, 5
2018/10/9, , 22, 13, 1
2018/10/10, , 24, 12, 1
2018/10/11, , 33, 12, 2
2018/10/12, , 39, 16, 1
2018/10/13, , 44, 12, 1
2018/10/14, , 49, 7, 1
2018/10/15, , 39, 11, 1
2018/10/16, , 39, 15, 1
2018/10/17, , 51, 18, 1
2018/10/18, , 59, 21, 2
2018/10/19, , 71, 13, 
2018/10/20, , 46, 12, 8
2018/10/21, , 31, 6, 1
2018/10/22, , 15, 10, 14
2018/10/23, , 18, 6, 10
2018/10/24, , 10, 6, 12
2018/10/25, , 16, 9, 19
2018/10/26, , 16, 11, 6
2018/10/27, , 16, 4, 5
2018/10/28, , 12, 3, 6
2018/10/29, , 9, , 
2018/10/30, , 6, 4, 2
2018/10/31, , 23, 9, 1
2018/11/1, , 19, 7, 1
2018/11/2, , 31, 12, 1
2018/11/3, , 36, 9, 3
2018/11/4, , 20, 4, 1
2018/11/5, , 25, 4, 
2018/11/6, , 17, 8, 1
2018/11/7, , 31, 8, 1
2018/11/8, , 28, 11, 1
2018/11/9, , 37, 9, 1
2018/11/10, , 28, 7, 1
2018/11/11, , 27, 3, 
2018/11/12, , 23, 5, 1
2018/11/13, , 28, 9, 1
2018/11/14, , 24, 14, 2
2018/11/15, , 17, 13, 1
2018/11/16, , 27, 8, 1
2018/11/17, , 16, 6, 1
2018/11/18, , 23, 3, 3
2018/11/19, , 11, , 1
2018/11/20, , 3, , 1
2018/11/21, , 4, 1, 1
2018/11/22, , 8, 3, 1
2018/11/23, , 14, 4, 1
2018/11/24, , 21, 8, 1
2018/11/25, , 43, 9, 3
2018/11/26, , 46, 11, 1
2018/11/27, , 24, 11, 3
2018/11/28, , 20, 10, 1
2018/11/29, , 16, 3, 1
2018/11/30, , 15, 4, 2
2018/12/1, , 18, 6, 3
2018/12/2, , 26, 6, 2
2018/12/3, , 31, 8, 1
2018/12/4, , 17, 9, 1
2018/12/5, , 20, 15, 5
2018/12/6, , 27, 10, 1
2018/12/7, , 24, 9, 1
2018/12/8, , 14, 3, 
2018/12/9, , 8, 4, 
2018/12/10, , 10, 9, 2
2018/12/11, , 23, 7, 1
2018/12/12, , 15, 4, 1
2018/12/13, , 8, 10, 
2018/12/14, , 15, 6, 1
2018/12/15, , 14, 2, 1
2018/12/16, , 13, 3, 1
2018/12/17, , 10, 9, 2
2018/12/18, , 33, 11, 2
2018/12/19, , 36, 8, 2
2018/12/20, , 31, 7, 2
2018/12/21, , 29, 11, 2
2018/12/22, , 30, 5, 2
2018/12/23, , 11, 6, 6
2018/12/24, , 11, 4, 7
2018/12/25, , 6, 5, 10
2018/12/26, , 10, 6, 14
2018/12/27, , 9, 8, 5
2018/12/28, , 8, 5, 5
2018/12/29, , 7, 6, 5
2018/12/30, , 9, 4, 1
2018/12/31, , 8, , 
2018/7/2, , 26, 4, 1
2018/7/3, , 36, 7, 2
2018/7/4, , 34, 7, 4
2018/7/5, , 69, 8, 2
2018/7/6, , 38, 5, 2
2018/7/7, , 36, 5, 1
2018/7/8, , 39, 3, 1
2018/7/9, , 19, 8, 1
2018/7/10, , 25, 4, 1
2018/7/11, , 17, 5, 1
2018/7/12, , 24, 7, 1
2018/7/13, , 13, 8, 1
2018/7/14, , 11, 5, 1
2018/7/15, , 14, 3, 1
2018/7/16, , 13, 8, 1
2018/7/17, , 27, 9, 1
2018/7/18, , 17, 8, 1
2018/7/19, , 19, 8, 1
2018/7/20, , 34, 7, 2
2018/7/21, , 35, 4, 1
2018/7/22, , 17, 5, 1
2018/7/23, , 22, 12, 1
2018/7/24, , 44, 10, 1
2018/7/25, , 36, 7, 1
2018/7/26, , 38, 8, 1
2018/7/27, , 37, 9, 1
2018/7/28, , 40, 6, 1
2018/7/29, , 25, 7, 1
2018/7/31, , 14, 8, 1
2018/8/1, , 24, 11, 1
2018/8/2, , 26, 13, 1
2018/8/3, , 52, , 
2018/8/17, , 25, 8, 1
2018/8/18, , 19, 8, 4
2018/8/19, , 20, 5, 1
2018/8/20, , 19, 8, 1
2018/8/21, , 29, 8, 2
2018/8/22, , 38, 7, 1
2018/8/23, , 26, 9, 2
2018/8/24, , 28, 16, 3
2018/8/25, , 35, 7, 1
2018/8/26, , 18, 4, 3
2018/8/27, , 14, 7, 1
2018/8/28, , 17, 1, 5
2018/8/29, , 33, 5, 1
2018/8/30, , 24, 9, 2
2018/8/31, , 29, 8, 1
2018/9/1, , 27, 6, 1
2018/9/2, , 21, 5, 1
2018/9/3, , 25, 6, 1
2018/9/4, , 27, 8, 1
2018/9/5, , 35, 8, 1
2018/9/6, , 35, 6, 1
2018/9/7, , 30, 6, 1
2018/9/8, , 44, 7, 7
2018/9/9, , 23, 6, 1
2018/9/10, , 25, 9, 1
2018/9/11, , 31, 8, 4
2018/9/12, , 26, 4, 9
2018/9/13, , 31, 8, 3
2018/9/14, , 30, 10, 2
2018/9/15, , 38, 7, 4
2018/9/16, , 28, 5, 3
2018/9/17, , 14, 9, 2
2018/9/18, , 36, 13, 2
2018/9/19, , 37, 11, 6
2018/9/20, , 34, 12, 1
2018/9/21, , 40, 7, 3
2018/9/22, , 41, 1, 4
2018/9/23, , 12, 4, 1
2018/9/24, , 12, 5, 7
2018/9/25, , 13, 9, 26
2018/9/26, , 20, 4, 2
2018/9/27, , 16, 5, 11
2018/9/28, , 21, 9, 16
2018/9/29, , 18, 11, 8
2018/9/30, , 15, 7, 2
2018/10/1, , 14, 14, 5
2018/4/2, , 9, 4, 16
2018/4/3, , 15, 16, 4
2018/4/4, , 33, 15, 3
2018/4/5, , 36, 14, 2
2018/4/6, , 25, 6, 8
2018/4/7, , 19, 9, 3
2018/4/8, , 27, 6, 3
2018/4/9, , 26, 20, 4
2018/4/10, , 54, 9, 2
2018/4/11, , 32, 6, 2
2018/4/12, , 14, 6, 2
2018/4/13, , 20, 7, 2
2018/4/14, , 31, 6, 2
2018/4/15, , 32, 9, 2
2018/4/16, , 25, 20, 4
2018/4/17, , 45, 6, 6
2018/4/18, , 14, 10, 18
2018/4/19, , 27, 9, 5
2018/4/20, , 16, 10, 2
2018/4/21, , 26, 4, 18
2018/4/22, , 32, 5, 15
2018/4/23, , 13, 11, 7
2018/4/24, , 24, 4, 2
2018/4/25, , 16, 8, 3
2018/4/26, , 18, 6, 1
2018/4/27, , 14, 8, 1
2018/4/28, , 19, 12, 2
2018/4/29, , 26, 14, 3
2018/4/30, , 27, 8, 2
2018/5/1, , 28, 4, 1
2018/5/2, , 17, 6, 1
2018/5/3, , 17, 5, 3
2018/5/4, , 17, 6, 1
2018/5/5, , 14, 8, 2
2018/5/6, , 18, 7, 3
2018/5/7, , 15, 8, 1
2018/5/8, , 20, 11, 1
2018/5/9, , 30, 8, 1
2018/5/10, , 27, 8, 2
2018/5/11, , 42, 10, 2
2018/5/12, , 34, 8, 1
2018/5/13, , 13, 6, 1
2018/5/14, , 23, 6, 1
2018/5/15, , 27, 6, 2
2018/5/16, , 22, 6, 1
2018/5/17, , 20, 4, 1
2018/5/18, , 17, 3, 1
2018/5/19, , 16, 2, 1
2018/5/20, , 16, 5, 1
2018/5/21, , 11, 8, 1
2018/5/22, , 14, 6, 1
2018/5/23, , 16, 9, 1
2018/5/24, , 21, 7, 1
2018/5/25, , 23, 6, 2
2018/5/26, , 30, 6, 1
2018/5/27, , 14, 3, 1
2018/5/28, , 17, 8, 1
2018/5/29, , 25, 12, 2
2018/5/30, , 39, 9, 1
2018/5/31, , 50, 3, 1
2018/6/1, , 23, 6, 2
2018/6/2, , 35, 6, 3
2018/6/3, , 32, 7, 8
2018/6/4, , 33, 5, 4
2018/6/5, , 45, 1, 2
2018/6/6, , 15, 4, 1
2018/6/7, , 27, 7, 1
2018/6/8, , 30, 9, 2
2018/6/9, , 39, 5, 2
2018/6/10, , 27, 4, 1
2018/6/11, , 35, 9, 5
2018/6/12, , 31, 6, 4
2018/6/13, , 26, 7, 5
2018/6/14, , 24, 6, 2
2018/6/15, , 18, 12, 1
2018/6/16, , 27, , 
2018/6/30, , 33, 1, 1
2018/7/1, , 46, 1, 1
2018/1/2, , 13, 11, 2
2018/1/3, , 29, 6, 1
2018/1/4, , 10, 8, 1
2018/1/5, , 11, 7, 1
2018/1/6, , 10, 6, 1
2018/1/9, , 25, 12, 3
2018/1/10, , 29, 6, 2
2018/1/11, , 14, 3, 1
2018/1/12, , 12, 2, 1
2018/1/13, , 10, 2, 2
2018/1/14, , 11, 2, 1
2018/1/15, , 14, 4, 2
2018/1/16, , 23, 5, 2
2018/1/17, , 28, 12, 2
2018/1/18, , 24, 7, 1
2018/1/19, , 10, 11, 9
2018/1/20, , 15, 11, 3
2018/1/21, , 25, 7, 3
2018/1/22, , 27, 6, 2
2018/1/23, , 20, 13, 3
2018/1/24, , 29, 11, 3
2018/1/25, , 24, 12, 3
2018/1/26, , 21, 14, 2
2018/1/27, , 27, 9, 3
2018/1/28, , 22, 2, 1
2018/1/29, , 12, 5, 1
2018/1/30, , 7, 9, 9
2018/1/31, , 8, 8, 2
2018/2/1, , 13, 14, 3
2018/2/2, , 24, 13, 3
2018/2/3, , 34, 9, 3
2018/2/4, , 30, 2, 1
2018/2/5, , 9, 7, 4
2018/2/6, , 9, 12, 6
2018/2/7, , 13, 20, 4
2018/2/8, , 40, 28, 5
2018/2/9, , 68, 25, 7
2018/2/10, , 60, 5, 2
2018/2/11, , 25, 5, 4
2018/2/12, , 40, 11, 3
2018/2/13, , 24, 14, 4
2018/2/14, , 23, 15, 3
2018/2/15, , 26, 12, 2
2018/2/16, , 25, 9, 3
2018/2/17, , 27, 7, 12
2018/2/18, , 9, 9, 5
2018/2/19, , 16, 10, 3
2018/2/20, , 20, 6, 2
2018/2/21, , 19, 6, 2
2018/2/22, , 10, 2, 2
2018/2/23, , 12, 10, 4
2018/2/24, , 22, 1, 1
2018/2/25, , 20, 5, 3
2018/2/26, , 13, 12, 5
2018/2/27, , 18, 3, 3
2018/2/28, , 11, 2, 2
2018/3/1, , 10, 3, 3
2018/3/2, , 10, 6, 5
2018/3/3, , 17, 6, 4
2018/3/4, , 18, 6, 4
2018/3/5, , 25, 14, 7
2018/3/6, , 47, 15, 5
2018/3/7, , 52, 5, 2
2018/3/8, , 32, 14, 3
2018/3/9, , 32, 9, 2
2018/3/10, , 11, 5, 3
2018/3/11, , 12, 6, 2
2018/3/12, , 21, 12, 3
2018/3/13, , 31, 9, 2
2018/3/14, , 13, 6, 6
2018/3/15, , 7, 1, 1
2018/3/16, , 6, 1, 2
2018/3/17, , 15, 1, 2
2018/3/18, , 14, 1, 2
2018/3/19, , 11, 15, 7
2018/3/20, , 36, 13, 6
2018/3/21, , 35, 8, 5
2018/3/22, , 18, 7, 2
2018/3/23, , 14, 8, 2
2018/3/24, , 21, 12, 3
2018/3/25, , 35, 8, 3
2018/3/26, , 36, 14, 8
2018/3/27, , 37, 2, 2
2018/3/28, , 9, 1, 2
2018/3/29, , 12, 4, 2
2018/3/30, , 14, 8, 12
2018/3/31, , 13, 3, 2
2018/4/1, , 8, 3, 2
2017/10/2, , 27, 8, 2
2017/10/3, , 39, 9, 1
2017/10/4, , 22, 4, 2
2017/10/5, , 10, 7, 6
2017/10/6, , 11, 8, 11
2017/10/7, , 19, 4, 1
2017/10/8, , 22, 4, 11
2017/10/9, , 7, 7, 3
2017/10/10, , 14, 8, 3
2017/10/11, , 15, 9, 2
2017/10/12, , 23, 5, 1
2017/10/13, , 20, 4, 1
2017/10/14, , 17, 4, 1
2017/10/15, , 13, 5, 4
2017/10/16, , 17, 8, 2
2017/10/17, , 26, 11, 2
2017/10/18, , 36, 10, 3
2017/10/19, , 21, 5, 1
2017/10/20, , 14, 10, 1
2017/10/21, , 28, 5, 1
2017/10/22, , 34, 3, 1
2017/10/23, , 12, 8, 2
2017/10/24, , 12, 4, 1
2017/10/25, , 15, 10, 2
2017/10/26, , 15, 9, 3
2017/10/27, , 11, 9, 2
2017/10/28, , 7, 6, 1
2017/10/29, , 6, 2, 1
2017/10/30, , 8, 3, 1
2017/10/31, , 9, 14, 16
2017/11/1, , 18, 6, 1
2017/11/2, , 7, 10, 4
2017/11/3, , 11, 12, 3
2017/11/4, , 15, 7, 2
2017/11/5, , 20, 7, 2
2017/11/6, , 28, 14, 8
2017/11/7, , 25, 11, 2
2017/11/8, , 21, 4, 1
2017/11/9, , 17, 7, 1
2017/11/10, , 24, 7, 1
2017/11/11, , 14, 2, 
2017/11/12, , 5, 4, 
2017/11/13, , 10, 13, 10
2017/11/14, , 21, 9, 6
2017/11/15, , 16, 9, 1
2017/11/16, , 12, 13, 1
2017/11/17, , 21, 11, 4
2017/11/18, , 22, 5, 1
2017/11/19, , 11, 2, 
2017/11/20, , 5, 8, 10
2017/11/21, , 11, 14, 4
2017/11/22, , 23, 8, 1
2017/11/23, , 19, 11, 2
2017/11/24, , 24, 11, 3
2017/11/25, , 21, 8, 2
2017/11/26, , 9, 4, 2
2017/11/27, , 9, 7, 1
2017/11/28, , 12, 8, 1
2017/11/29, , 12, 10, 2
2017/11/30, , 21, 7, 1
2017/12/1, , 15, 7, 11
2017/12/2, , 7, 11, 4
2017/12/3, , 20, 5, 2
2017/12/4, , 11, 9, 13
2017/12/5, , 14, 9, 3
2017/12/6, , 9, 9, 7
2017/12/7, , 7, 6, 1
2017/12/8, , 8, 8, 1
2017/12/9, , 9, 4, 1
2017/12/10, , 10, 4, 1
2017/12/11, , 8, 9, 4
2017/12/12, , 14, 8, 2
2017/12/13, , 15, 7, 1
2017/12/14, , 11, 9, 2
2017/12/15, , 13, 14, 2
2017/12/16, , 19, 10, 2
2017/12/17, , 17, 10, 2
2017/12/18, , 24, 14, 3
2017/12/19, , 28, 15, 3
2017/12/20, , 34, 16, 4
2017/12/21, , 37, 9, 3
2017/12/22, , 11, 8, 11
2017/12/23, , 12, 5, 2
2017/12/24, , 6, 4, 5
2017/12/25, , 8, 3, 2
2017/12/26, , 5, 3, 1
2017/12/27, , 10, 8, 2
2017/12/28, , 16, 15, 4
2017/12/29, , 39, 11, 2
2017/12/30, , 15, 6, 2
2017/12/31, , 19, , 
2017/7/2, , 8, 3, 12
2017/7/3, , 15, 4, 3
2017/7/4, , 15, 4, 3
2017/7/5, , 12, 4, 6
2017/7/6, , 15, 7, 4
2017/7/7, , 13, 8, 1
2017/7/8, , 15, 9, 2
2017/7/9, , 17, 3, 3
2017/7/10, , 11, 5, 1
2017/7/11, , 15, 7, 7
2017/7/12, , 12, 6, 1
2017/7/13, , 15, 3, 4
2017/7/14, , 18, 4, 5
2017/7/15, , 20, 6, 8
2017/7/16, , 29, 5, 5
2017/7/17, , 17, 3, 9
