date, pm25, pm10, no2, so2
2015/12/2, , 12, 9, 2
2015/12/3, , 17, 9, 1
2015/12/4, , 14, 6, 2
2015/12/5, , 11, 3, 1
2015/12/6, , 7, 3, 1
2015/12/7, , 7, 10, 8
2015/12/8, , 23, 10, 2
2015/12/9, , 22, 12, 3
2015/12/10, , 22, 10, 2
2015/12/11, , 18, 10, 2
2015/12/12, , 14, 4, 1
2015/12/13, , 7, 4, 1
2015/12/14, , 8, 19, 2
2015/12/15, , 32, 14, 3
2015/12/16, , 40, 13, 4
2015/12/17, , 50, 11, 3
2015/12/18, , 26, 8, 3
2015/12/19, , 16, 6, 2
2015/12/20, , 13, 5, 1
2015/12/21, , 16, 9, 1
2015/12/22, , 16, 5, 1
2015/12/23, , 14, 5, 1
2015/12/24, , 7, 5, 1
2015/12/25, , 18, 3, 1
2015/12/26, , 12, 5, 1
2015/12/27, , 8, 4, 1
2015/12/28, , 9, 5, 3
2015/12/29, , 9, 4, 2
2015/12/30, , 10, 7, 2
2015/12/31, , 17, , 
2016/1/3, , 17, 5, 3
2016/1/4, , 21, 6, 5
2015/7/2, , 14, , 1
2015/7/3, , 29, 2, 1
2015/7/4, , 46, 9, 1
2015/7/5, , 54, 9, 1
2015/7/6, , 60, 11, 1
2015/7/7, , 35, 3, 
2015/7/8, , 19, 7, 1
2015/7/9, , 21, 3, 1
2015/7/10, , 23, 2, 
2015/7/11, , 16, 4, 3
2015/7/12, , 15, 3, 4
2015/7/13, , 14, 6, 3
2015/7/14, , 23, 4, 2
2015/7/15, , 16, 5, 5
2015/7/16, , 23, 3, 1
2015/7/17, , 26, 4, 4
2015/7/18, , 47, 4, 3
2015/7/19, , 46, 4, 1
2015/7/20, , 20, 6, 3
2015/7/21, , 17, 5, 1
2015/7/22, , 26, 3, 1
2015/7/23, , 20, 10, 5
2015/7/24, , 20, 3, 9
2015/7/25, , 21, 3, 2
2015/7/26, , 24, 2, 
2015/7/27, , 12, 5, 2
2015/7/28, , 19, 6, 1
2015/7/29, , 20, 4, 1
2015/7/30, , 16, 3, 
2015/7/31, , 11, 3, 1
2015/8/1, , 11, 3, 1
2015/8/2, , 20, 5, 1
2015/8/3, , 25, 11, 1
2015/8/4, , 58, 6, 1
2015/8/5, , 72, 8, 1
2015/8/6, , 59, 5, 1
2015/8/7, , 69, 7, 1
2015/8/8, , 75, 12, 2
2015/8/9, , 75, 4, 1
2015/8/10, , 19, 5, 1
2015/8/11, , 61, 9, 1
2015/8/12, , 99, 8, 1
2015/8/13, , 84, 5, 1
2015/8/14, , 61, 2, 1
2015/8/15, , 80, 2, 1
2015/8/16, , 75, 1, 1
2015/8/17, , 60, 1, 1
2015/8/18, , 102, 2, 1
2015/8/19, , 113, 2, 1
2015/8/20, , 65, 5, 1
2015/8/21, , 69, 5, 1
2015/8/22, , 105, 3, 2
2015/8/23, , 92, 3, 1
2015/8/24, , 51, 5, 2
2015/8/25, , 83, 11, 1
2015/8/26, , 51, 8, 1
2015/8/27, , 27, 10, 2
2015/8/28, , 51, 11, 2
2015/8/29, , 26, 9, 3
2015/8/30, , 29, 7, 1
2015/8/31, , 32, 5, 1
2015/9/1, , 39, 15, 1
2015/9/2, , 54, 9, 3
2015/9/3, , 21, 9, 1
2015/9/4, , 29, 13, 1
2015/9/5, , 26, 4, 
2015/9/6, , 16, 4, 1
2015/9/7, , 13, 6, 7
2015/9/8, , 14, 6, 6
2015/9/9, , 23, 7, 1
2015/9/10, , 27, 5, 1
2015/9/11, , 37, 2, 1
2015/9/12, , 21, 3, 1
2015/9/13, , 20, 4, 2
2015/9/14, , 22, 4, 4
2015/9/15, , 23, 6, 1
2015/9/16, , 27, 8, 1
2015/9/17, , 31, 8, 1
2015/9/18, , 32, 6, 2
2015/9/19, , 19, 7, 1
2015/9/20, , 26, 8, 1
2015/9/21, , 26, 9, 1
2015/9/22, , 19, 7, 1
2015/9/23, , 22, 11, 2
2015/9/24, , 32, 9, 1
2015/9/25, , 31, 10, 1
2015/9/26, , 36, 5, 2
2015/9/27, , 22, 8, 7
2015/9/28, , 24, 9, 6
2015/9/29, , 35, 6, 1
2015/9/30, , 22, 12, 1
2015/10/1, , 33, 11, 1
2015/4/2, , 13, 7, 12
2015/4/3, , 18, 7, 5
2015/4/4, , 19, 6, 1
2015/4/5, , 13, 3, 2
2015/4/6, , 8, 2, 1
2015/4/7, , 10, 9, 3
2015/4/8, , 19, 7, 6
2015/4/9, , 26, 15, 2
2015/4/10, , 34, 14, 5
2015/4/11, , 49, 14, 2
2015/4/12, , 61, 6, 5
2015/4/13, , 25, 7, 10
2015/4/14, , 22, 5, 6
2015/4/15, , 24, 7, 13
2015/4/16, , 16, 6, 9
2015/4/17, , 29, 6, 10
2015/4/18, , 27, 3, 2
2015/4/19, , 12, 4, 10
2015/4/20, , 15, 4, 8
2015/4/21, , 44, 8, 3
2015/4/22, , 48, 10, 1
2015/4/23, , 36, 7, 5
2015/4/24, , 53, 6, 8
2015/4/25, , 32, 8, 2
2015/4/26, , 40, 8, 3
2015/4/27, , 23, 7, 1
2015/4/28, , 15, 5, 1
2015/4/29, , 6, 6, 4
2015/4/30, , 10, 9, 2
2015/5/1, , 29, 5, 2
2015/5/2, , 15, 3, 4
2015/5/3, , 11, 3, 2
2015/5/4, , 18, 9, 4
2015/5/5, , 18, 8, 4
2015/5/6, , 22, 5, 4
2015/5/7, , 16, 9, 1
2015/5/8, , 24, 5, 1
2015/5/9, , 11, 5, 1
2015/5/10, , 22, 4, 2
2015/5/11, , 15, 3, 2
2015/5/12, , 16, 7, 2
2015/5/13, , 38, 4, 3
2015/5/14, , 12, 4, 1
2015/5/15, , 10, 3, 1
2015/5/16, , 16, 4, 1
2015/5/17, , 17, 3, 3
2015/5/18, , 19, 3, 2
2015/5/19, , 15, 4, 3
2015/5/20, , 30, 5, 1
2015/5/21, , 21, 3, 1
2015/5/22, , 12, 5, 1
2015/5/23, , 15, 6, 1
2015/5/24, , 16, 2, 1
2015/5/25, , 15, 1, 1
2015/5/26, , 25, , 2
2015/5/27, , 18, 1, 5
2015/5/28, , 22, 2, 3
2015/5/29, , 20, 2, 2
2015/5/30, , 19, 3, 1
2015/5/31, , 28, 2, 1
2015/6/1, , 13, 3, 2
2015/6/2, , 26, 3, 1
2015/6/3, , 20, 3, 3
2015/6/4, , 26, 2, 3
2015/6/5, , 14, 2, 1
2015/6/6, , 24, 3, 1
2015/6/7, , 41, 2, 3
2015/6/8, , 20, 2, 2
2015/6/9, , 29, 2, 1
2015/6/10, , 20, 2, 1
2015/6/11, , 29, 3, 1
2015/6/12, , 30, 3, 1
2015/6/13, , 34, 3, 2
2015/6/14, , 30, 3, 1
2015/6/15, , 24, 2, 10
2015/6/16, , 16, 2, 5
2015/6/17, , 25, 2, 2
2015/6/18, , 22, 3, 2
2015/6/19, , 20, 2, 1
2015/6/20, , 11, 2, 1
2015/6/21, , 12, 2, 1
2015/6/22, , 19, 2, 1
2015/6/23, , 15, 2, 
2015/6/24, , 11, 2, 
2015/6/25, , 14, 2, 
2015/6/26, , 15, , 1
2015/6/27, , 16, , 1
2015/6/28, , 18, , 1
2015/6/29, , 18, , 3
2015/6/30, , 19, , 2
2015/7/1, , 21, , 1
2015/1/2, , 13, 4, 3
2015/1/3, , 8, 2, 2
2015/1/4, , 7, 5, 8
2015/1/5, , 10, 5, 9
2015/1/6, , 11, 4, 3
2015/1/7, , 15, 9, 5
2015/1/8, , 30, 10, 3
2015/1/9, , 15, 7, 5
2015/1/10, , 6, 7, 7
2015/1/11, , 9, 2, 2
2015/1/12, , 8, 6, 3
2015/1/13, , 9, 8, 2
2015/1/14, , 9, 7, 1
2015/1/15, , 9, 9, 2
2015/1/16, , 14, 12, 2
2015/1/17, , 21, 12, 3
2015/1/18, , 24, 8, 2
2015/1/19, , 21, 7, 2
2015/1/20, , 21, 5, 2
2015/1/21, , 14, 9, 2
2015/1/22, , 27, 14, 3
2015/1/23, , 38, 12, 4
2015/1/24, , 19, 12, 4
2015/1/25, , 25, 11, 4
2015/1/26, , 31, 10, 4
2015/1/27, , 15, 11, 3
2015/1/28, , 28, 11, 6
2015/1/29, , 12, 7, 2
2015/1/30, , 12, 7, 4
2015/1/31, , 19, 8, 2
2015/2/1, , 17, 4, 2
2015/2/2, , 11, 8, 2
2015/2/3, , 18, 12, 2
2015/2/4, , 22, 18, 4
2015/2/5, , 34, 18, 4
2015/2/6, , 41, 16, 3
2015/2/7, , 34, 8, 11
2015/2/8, , 6, 2, 2
2015/2/9, , 11, 10, 2
2015/2/10, , 14, 16, 8
2015/2/11, , 20, 9, 7
2015/2/12, , 13, 4, 1
2015/2/13, , 18, 7, 2
2015/2/14, , 35, 8, 2
2015/2/15, , 41, 5, 1
2015/2/16, , 29, 3, 2
2015/2/17, , 11, 6, 3
2015/2/18, , 35, 8, 2
2015/2/19, , 22, 8, 2
2015/2/20, , 15, 9, 1
2015/2/21, , 23, 8, 3
2015/2/22, , 33, 6, 2
2015/2/23, , 14, 8, 2
2015/2/24, , 27, 13, 3
2015/2/25, , 32, 15, 3
2015/2/26, , 40, 9, 1
2015/2/27, , 14, 8, 1
2015/2/28, , 20, 10, 3
2015/3/1, , 40, 3, 2
2015/3/2, , 20, 6, 1
2015/3/3, , 18, 5, 1
2015/3/4, , 10, 11, 2
2015/3/5, , 17, 8, 6
2015/3/6, , 10, 9, 2
2015/3/7, , 16, 5, 2
2015/3/8, , 12, 4, 2
2015/3/9, , 16, 10, 4
2015/3/10, , 26, 12, 5
2015/3/11, , 30, 8, 5
2015/3/12, , 23, 5, 1
2015/3/13, , 17, 4, 1
2015/3/14, , 25, 3, 1
2015/3/15, , 18, 2, 1
2015/3/16, , 18, 4, 4
2015/3/17, , 37, 6, 6
2015/3/18, , 38, 17, 3
2015/3/19, , 83, 23, 4
2015/3/20, , 79, 18, 3
2015/3/21, , 66, 5, 2
2015/3/22, , 12, 2, 1
2015/3/23, , 11, 9, 2
2015/3/24, , 28, 6, 2
2015/3/25, , 35, 8, 1
2015/3/26, , 31, 14, 1
2015/3/27, , 54, 12, 4
2015/3/28, , 21, 10, 4
2015/3/29, , 18, 7, 1
2015/3/30, , 24, 4, 
2015/3/31, , 6, 5, 
2015/4/1, , 11, 7, 6
2014/10/2, , 29, 6, 2
2014/10/3, , 35, 8, 2
2014/10/4, , 41, 6, 2
2014/10/5, , 40, 3, 2
2014/10/6, , 32, 4, 2
2014/10/7, , 28, 5, 4
2014/10/8, , 38, 6, 3
2014/10/9, , 37, 12, 2
2014/10/10, , 41, 9, 2
2014/10/11, , 31, 8, 2
2014/10/12, , 29, 5, 1
2014/10/13, , 17, 8, 2
2014/10/14, , 21, 11, 2
2014/10/15, , 27, 6, 2
2014/10/16, , 7, 9, 1
2014/10/17, , 13, 6, 1
2014/10/18, , 15, 3, 2
2014/10/19, , 10, 3, 2
2014/10/20, , 18, 4, 2
2014/10/21, , 10, 9, 3
2014/10/22, , 22, 3, 2
2014/10/23, , 11, 2, 2
2014/10/24, , 11, 5, 2
2014/10/25, , 16, 5, 3
2014/10/26, , 25, 5, 3
2014/10/27, , 29, 8, 2
2014/10/28, , 28, 11, 3
2014/10/29, , 39, 15, 4
2014/10/30, , 48, 11, 5
2014/10/31, , 42, 12, 3
2014/11/1, , 36, 6, 3
2014/11/2, , 36, 7, 4
2014/11/3, , 40, 8, 3
2014/11/4, , 30, 10, 3
2014/11/5, , 38, 14, 3
2014/11/6, , 42, 11, 3
2014/11/7, , 43, 12, 2
2014/11/8, , 18, 10, 2
2014/11/9, , 29, 6, 2
2014/11/10, , 19, 6, 3
2014/11/11, , 23, 6, 2
2014/11/12, , 26, 5, 3
2014/11/13, , 29, 5, 3
2014/11/14, , 28, 4, 2
2014/11/15, , 22, 3, 2
2014/11/16, , 13, 2, 2
2014/11/17, , 26, 3, 2
2014/11/18, , 17, 3, 2
2014/11/19, , 17, 4, 2
2014/11/20, , 24, 5, 3
2014/11/21, , 25, 9, 4
2014/11/22, , 40, 7, 3
2014/11/23, , 27, 7, 4
2014/11/24, , 26, 6, 3
2014/11/25, , 16, 15, 3
2014/11/26, , 33, 15, 3
2014/11/27, , 29, 8, 3
2014/11/28, , 31, 3, 3
2014/11/29, , 15, 5, 3
2014/11/30, , 23, 6, 4
2014/12/1, , 25, 5, 4
2014/12/2, , 35, 6, 4
2014/12/3, , 39, 12, 4
2014/12/4, , 50, 9, 7
2014/12/5, , 25, 7, 3
2014/12/6, , 27, 10, 4
2014/12/7, , 33, 7, 3
2014/12/8, , 14, 11, 3
2014/12/9, , 18, 12, 3
2014/12/10, , 27, 10, 4
2014/12/11, , 19, 9, 3
2014/12/12, , 15, 7, 3
2014/12/13, , 9, 4, 3
2014/12/14, , 11, 7, 3
2014/12/15, , 21, 8, 3
2014/12/16, , 15, 10, 3
2014/12/17, , 15, 9, 3
2014/12/18, , 15, 11, 3
2014/12/19, , 20, 8, 4
2014/12/20, , 6, 3, 2
2014/12/21, , 8, 5, 9
2014/12/22, , 11, 7, 4
2014/12/23, , 5, 7, 6
2014/12/24, , 11, 4, 4
2014/12/25, , 6, 4, 5
2014/12/26, , 6, 8, 4
2014/12/27, , 23, 7, 4
2014/12/28, , 28, 7, 7
2014/12/29, , 17, , 
2014/7/2, , 17, 6, 2
2014/7/3, , 14, 3, 2
2014/7/4, , 18, 6, 2
2014/7/5, , 37, 6, 2
2014/7/6, , 50, 4, 2
2014/7/7, , 31, 5, 2
2014/7/8, , 44, 5, 1
2014/7/9, , 48, 1, 1
2014/7/10, , 30, 2, 1
2014/7/11, , 43, , 1
2014/7/12, , 49, 1, 1
2014/7/13, , 9, 1, 1
2014/7/14, , 8, 4, 1
2014/7/15, , 19, 4, 1
2014/7/16, , 29, 3, 1
2014/7/17, , 28, 3, 2
2014/7/18, , 43, 2, 2
2014/7/19, , 47, 3, 2
2014/7/20, , 39, 1, 1
2014/7/21, , 17, 1, 1
2014/7/22, , 17, 2, 2
2014/7/23, , 43, 2, 2
2014/7/24, , 50, 1, 2
2014/7/25, , 79, 1, 2
2014/7/26, , 56, 6, 2
2014/7/27, , 50, 4, 2
2014/7/28, , 30, 9, 2
2014/7/29, , 36, 7, 2
2014/7/30, , 65, 5, 2
2014/7/31, , 53, 7, 2
2014/8/1, , 38, 4, 2
2014/8/2, , 46, 4, 2
2014/8/3, , 40, 4, 2
2014/8/4, , 45, 7, 2
2014/8/5, , 61, 5, 2
2014/8/6, , 30, 4, 3
2014/8/7, , 24, 6, 2
2014/8/8, , 37, 6, 2
2014/8/9, , 39, 6, 2
2014/8/10, , 34, 1, 2
2014/8/11, , 17, 6, 2
2014/8/12, , 21, 7, 2
2014/8/13, , 23, 6, 2
2014/8/14, , 27, 6, 2
2014/8/15, , 19, 6, 2
2014/8/16, , 21, 4, 2
2014/8/17, , 12, 1, 2
2014/8/18, , 10, 5, 2
2014/8/19, , 16, 3, 2
2014/8/20, , 14, 4, 2
2014/8/21, , 14, 5, 2
2014/8/22, , 29, 6, 2
2014/8/23, , 31, 5, 2
2014/8/24, , 29, 6, 2
2014/8/25, , 25, 4, 2
2014/8/26, , 12, 6, 2
2014/8/27, , 23, 5, 3
2014/8/28, , 16, 5, 4
2014/8/29, , 38, 3, 2
2014/8/30, , 32, 5, 2
2014/8/31, , 54, 3, 2
2014/9/1, , 18, , 2
2014/9/2, , 8, 1, 1
2014/9/3, , 19, 2, 1
2014/9/4, , 30, 2, 1
2014/9/5, , 46, 6, 1
2014/9/6, , 53, 7, 1
2014/9/7, , 37, 6, 2
2014/9/8, , 29, 11, 1
2014/9/9, , 41, 8, 1
2014/9/10, , 21, 6, 2
2014/9/11, , 13, 5, 1
2014/9/12, , 12, 2, 1
2014/9/13, , 16, 5, 2
2014/9/14, , 23, 2, 2
2014/9/15, , 25, 1, 1
2014/9/16, , 16, 2, 1
2014/9/17, , 23, 4, 1
2014/9/18, , 24, 5, 2
2014/9/19, , 41, 8, 2
2014/9/20, , 53, 7, 2
2014/9/21, , 45, 8, 2
2014/9/22, , 32, 4, 2
2014/9/23, , 11, 3, 2
2014/9/24, , 14, 7, 2
2014/9/25, , 18, 8, 2
2014/9/26, , 20, 6, 2
2014/9/27, , 16, 5, 6
2014/9/28, , 15, 4, 2
2014/9/29, , 15, 9, 2
2014/9/30, , 31, 8, 2
2014/10/1, , 30, 2, 3
2014/4/2, , 11, 8, 2
2014/4/3, , 53, 9, 3
2014/4/4, , 23, 2, 2
2014/4/5, , 11, 5, 3
2014/4/6, , 23, 7, 4
2014/4/7, , 31, 9, 3
2014/4/8, , 40, 8, 3
2014/4/9, , 23, 5, 2
2014/4/10, , 7, 4, 2
2014/4/11, , 9, 9, 2
2014/4/12, , 26, 10, 3
2014/4/13, , 29, 6, 3
2014/4/14, , 18, 4, 2
2014/4/15, , 10, 4, 2
2014/4/16, , 12, 2, 2
2014/4/17, , 13, 10, 3
2014/4/18, , 29, 6, 3
2014/4/19, , 52, 5, 3
2014/4/20, , 35, 5, 3
2014/4/21, , 35, 4, 2
2014/4/22, , 59, 11, 2
2014/4/23, , 39, 7, 2
2014/4/24, , 37, 3, 2
2014/4/25, , 33, 7, 2
2014/4/26, , 46, 10, 2
2014/4/27, , 47, 4, 2
2014/4/28, , 35, 7, 2
2014/4/29, , 43, 7, 2
2014/4/30, , 41, 10, 2
2014/5/1, , 48, , 
2014/5/5, , 26, 7, 2
2014/5/6, , 40, 7, 2
2014/5/7, , 32, 8, 3
2014/5/8, , 21, 8, 2
2014/5/9, , 17, 8, 2
2014/5/10, , 15, 4, 2
2014/5/11, , 13, 4, 1
2014/5/12, , 12, 8, 2
2014/5/13, , 15, 6, 2
2014/5/14, , 12, 6, 2
2014/5/15, , 18, 5, 2
2014/5/16, , 17, 2, 2
2014/5/17, , 16, 4, 2
2014/5/18, , 15, 5, 2
2014/5/19, , 19, 7, 2
2014/5/20, , 21, 8, 2
2014/5/21, , 42, 13, 2
2014/5/22, , 70, 9, 3
2014/5/23, , 59, 6, 3
2014/5/24, , 61, 6, 3
2014/5/25, , 37, 6, 2
2014/5/26, , 13, 5, 2
2014/5/27, , 35, 2, 1
2014/5/28, , 25, 2, 1
2014/5/29, , 28, 2, 2
2014/5/30, , 12, 6, 3
2014/5/31, , 22, 5, 2
2014/6/1, , 20, 3, 2
2014/6/2, , 19, 2, 2
2014/6/3, , 13, 6, 2
2014/6/4, , 15, 4, 2
2014/6/5, , 14, 4, 2
2014/6/6, , 17, 4, 2
2014/6/7, , 11, 6, 2
2014/6/8, , 21, 3, 2
2014/6/9, , 17, 5, 2
2014/6/10, , 25, 7, 2
2014/6/11, , 38, 3, 2
2014/6/12, , 36, 6, 2
2014/6/13, , 38, 3, 3
2014/6/14, , 19, 1, 1
2014/6/15, , 8, 1, 2
2014/6/16, , 8, 5, 2
2014/6/17, , 31, 1, 2
2014/6/18, , 30, 6, 3
2014/6/19, , 31, 1, 2
2014/6/20, , 14, 2, 1
2014/6/21, , 21, 3, 2
2014/6/22, , 14, 2, 2
2014/6/23, , 10, 4, 2
2014/6/24, , 12, 3, 3
2014/6/25, , 13, 4, 2
2014/6/26, , 20, 1, 2
2014/6/27, , 22, 3, 2
2014/6/28, , 23, 4, 2
2014/6/29, , 19, 5, 1
2014/6/30, , 20, 4, 2
2014/7/1, , 10, 5, 4
2014/1/2, , 36, 6, 6
2014/1/3, , 35, 8, 5
2014/1/4, , 38, 9, 5
2014/1/5, , 27, 7, 5
2014/1/6, , 30, 4, 4
2014/1/7, , 13, 8, 4
2014/1/8, , 16, 9, 4
2014/1/9, , 16, 9, 4
2014/1/10, , 16, 6, 9
2014/1/11, , 13, 4, 4
2014/1/12, , 9, 5, 9
2014/1/13, , 9, 10, 6
2014/1/14, , 21, 8, 5
2014/1/15, , 21, 2, 4
2014/1/16, , 11, 3, 4
2014/1/17, , 14, 3, 4
2014/1/18, , 14, 5, 5
2014/1/19, , 18, 2, 3
2014/1/20, , 10, 3, 4
2014/1/21, , 9, 5, 5
2014/1/22, , 15, 7, 4
2014/1/23, , 15, 14, 5
2014/1/24, , 32, 7, 5
2014/1/25, , 23, 5, 5
2014/1/26, , 20, 4, 4
2014/1/27, , 12, 7, 6
2014/1/28, , 12, 5, 5
2014/2/6, , 53, 19, 8
2014/2/7, , 42, 11, 5
2014/2/8, , 30, 8, 4
2014/2/9, , 15, 10, 6
2014/2/10, , 35, 15, 5
2014/2/11, , 36, 12, 5
2014/2/12, , 26, 13, 4
2014/2/13, , 22, 13, 4
2014/2/14, , 32, 12, 8
2014/2/15, , 24, 7, 4
2014/2/16, , 18, 5, 3
2014/2/17, , 11, 6, 2
2014/2/18, , 13, 13, 3
2014/2/19, , 26, 15, 5
2014/2/20, , 32, 13, 4
2014/2/21, , 17, 10, 4
2014/2/22, , 25, 9, 3
2014/2/23, , 20, 11, 5
2014/2/24, , 29, 9, 4
2014/2/25, , 28, 6, 3
2014/2/26, , 30, 7, 4
2014/2/27, , 47, 10, 4
2014/2/28, , 72, 6, 4
2014/3/1, , 61, 6, 3
2014/3/2, , 39, 3, 2
2014/3/3, , 32, 5, 3
2014/3/4, , 22, 4, 3
2014/3/5, , 21, 4, 2
2014/3/6, , 20, 12, 3
2014/3/7, , 30, 12, 3
2014/3/8, , 76, 8, 3
2014/3/9, , 74, 8, 4
2014/3/10, , 54, 12, 5
2014/3/11, , 136, 7, 2
2014/3/12, , 57, 14, 3
2014/3/13, , 62, 11, 5
2014/3/14, , 35, 9, 6
2014/3/15, , 25, 4, 4
2014/3/16, , 13, 5, 3
2014/3/17, , 10, 8, 7
2014/3/18, , 34, 7, 4
2014/3/19, , 12, 6, 4
2014/3/20, , 11, 6, 4
2014/3/21, , 23, 7, 3
2014/3/22, , 23, 5, 3
2014/3/23, , 12, 6, 2
2014/3/24, , 9, 5, 2
2014/3/25, , 6, 4, 2
2014/3/26, , 6, 8, 2
2014/3/27, , 13, 8, 2
2014/3/28, , 10, 9, 2
2014/3/29, , 21, 13, 3
2014/3/30, , 32, 14, 3
2014/3/31, , 63, 14, 3
2014/4/1, , 53, 2, 2
2020/4/1, , , 3, 
2020/1/1, , , 5, 7
2019/1/1, , , 1, 1
2018/7/30, , , 8, 1
2018/8/16, , , 13, 1
2018/6/28, , , 6, 1
2018/6/29, , , 8, 2
2018/1/1, , , 3, 1
2018/1/7, , , 7, 2
2018/1/8, , , 15, 2
2017/9/11, , , 6, 1
2017/1/3, , , 6, 2
2016/1/2, , , 2, 3
2015/1/1, , , 7, 14
2014/5/4, , , 3, 2
2014/1/1, , , 5, 6
2014/1/29, , , 4, 4
2014/1/30, , , 5, 6
2014/1/31, , , 5, 7
2014/2/1, , , 7, 12
2014/2/2, , , 7, 10
2014/2/3, , , 14, 8
2014/2/4, , , 19, 12
2014/2/5, , , 23, 12