date, pm25, pm10
2022/10/2, 58, 12
2022/10/3, 47, 20
2022/10/4, 63, 20
2022/10/5, 65, 12
2022/10/6, 39, 20
2022/10/7, 64, 20
2022/10/8, 58, 10
2022/10/9, 38, 14
2022/10/10, 46, 5
2022/10/11, 18, 5
2022/10/12, 22, 10
2022/10/13, 38, 15
2022/10/14, 46, 8
2022/10/15, 26, 17
2022/10/16, 56, 22
2022/10/17, 66, 24
2022/10/18, 71, 8
2022/10/19, 29, 12
2022/10/20, 43, 12
2022/10/21, 44, 6
2022/10/22, 22, 8
2022/10/23, 30, 4
2022/10/24, 14, 4
2022/10/25, 16, 9
2022/10/26, 34, 16
2022/10/27, 54, 14
2022/10/28, 46, 4
2022/10/29, 15, 8
2022/10/30, 33, 18
2022/10/31, 60, 36
2022/11/1, 97, 30
2022/11/2, 86, 28
2022/11/3, 80, 20
2022/11/4, 61, 14
2022/11/5, 44, 8
2022/11/6, 26, 6
2022/11/7, 25, 6
2022/11/8, 23, 23
2022/11/9, 67, 13
2022/11/10, 43, 10
2022/11/11, 38, 5
2022/11/12, 22, 5
2022/11/13, 22, 1
2022/11/14, 5, 11
2022/11/15, 38, 6
2022/11/16, 24, 1
2022/11/17, 4, 4
2022/11/18, 15, 20
2022/11/19, 57, 20
2022/11/20, 65, 6
2022/11/21, 24, 11
2022/11/22, 35, 19
2022/11/23, 58, 6
2022/11/24, 22, 15
2022/11/25, 47, 35
2022/11/26, 93, 17
2022/11/27, 55, 21
2022/11/28, 61, 36
2022/11/29, 96, 48
2022/11/30, 123, 69
2022/12/1, 154, 52
2022/12/2, 131, 32
2022/12/3, 90, 46
2022/12/4, 117, 50
2022/12/5, 123, 108
2022/12/6, 196, 62
2022/12/7, 139, 40
2022/12/8, 101, 53
2022/12/9, 135, 68
2022/12/10, 159, 27
2022/12/11, 77, 27
2022/12/12, 76, 40
2022/12/13, 103, 10
2022/12/14, 34, 58
2022/12/15, 143, 60
2022/12/16, 145, 85
2022/12/17, 175, 109
2022/12/18, 207, 52
2022/12/19, 125, 41
2022/12/20, 105, 11
2022/12/21, 38, 24
2022/12/22, 71, 14
2022/12/23, 43, 16
2022/12/24, 55, 13
2022/12/25, 47, 13
2022/12/26, 48, 15
2022/12/27, 52, 29
2022/12/28, 80, 24
2022/12/29, 70, 54
2022/12/30, 130, 83
2022/12/31, 164, 
2022/7/2, 13, 4
2022/7/3, 17, 6
2022/7/4, 23, 8
2022/7/5, 29, 9
2022/7/6, 38, 7
2022/7/7, 26, 14
2022/7/8, 51, 16
2022/7/9, 56, 9
2022/7/10, 39, 13
2022/7/11, 51, 17
2022/7/12, 54, 5
2022/7/13, 21, 3
2022/7/14, 11, 7
2022/7/15, 25, 7
2022/7/16, 23, 6
2022/7/17, 26, 8
2022/7/18, 30, 14
2022/7/19, 44, 8
2022/7/20, 33, 12
2022/7/21, 46, 21
2022/7/22, 69, 10
2022/7/23, 38, 9
2022/7/24, 34, 7
2022/7/25, 30, 6
2022/7/26, 23, 10
2022/7/27, 38, 17
2022/7/28, 60, 14
2022/7/29, 52, 10
2022/7/30, 39, 18
2022/7/31, 65, 17
2022/8/1, 61, 28
2022/8/2, 84, 8
2022/8/3, 32, 8
2022/8/4, 33, 14
2022/8/5, 49, 11
2022/8/6, 43, 33
2022/8/7, 95, 67
2022/8/8, 162, 55
2022/8/9, 148, 23
2022/8/10, 74, 19
2022/8/11, 64, 13
2022/8/12, 49, 39
2022/8/13, 110, 22
2022/8/14, 67, 13
2022/8/15, 41, 1
2022/8/16, 5, 2
2022/8/17, 7, 4
2022/8/18, 14, 6
2022/8/19, 22, 17
2022/8/20, 53, 24
2022/8/21, 76, 18
2022/8/22, 56, 10
2022/8/23, 36, 11
2022/8/24, 42, 14
2022/8/25, 46, 11
2022/8/26, 37, 22
2022/8/27, 68, 18
2022/8/28, 59, 3
2022/8/29, 12, 11
2022/8/30, 36, 19
2022/8/31, 64, 12
2022/9/1, 48, 20
2022/9/2, 64, 12
2022/9/3, 42, 10
2022/9/4, 38, 11
2022/9/5, 40, 10
2022/9/6, 36, 18
2022/9/7, 59, 16
2022/9/8, 54, 5
2022/9/9, 17, 9
2022/9/10, 32, 9
2022/9/11, 31, 15
2022/9/12, 51, 8
2022/9/13, 30, 12
2022/9/14, 41, 8
2022/9/15, 28, 10
2022/9/16, 38, 8
2022/9/17, 29, 10
2022/9/18, 38, 14
2022/9/19, 51, 22
2022/9/20, 63, 16
2022/9/21, 51, 17
2022/9/22, 51, 23
2022/9/23, 71, 9
2022/9/24, 33, 20
2022/9/25, 59, 41
2022/9/26, 111, 9
2022/9/27, 34, 15
2022/9/28, 52, 6
2022/9/29, 25, 3
2022/9/30, 13, 12
2022/10/1, 38, 18
2022/4/2, 14, 11
2022/4/3, 39, 18
2022/4/4, 60, 24
2022/4/5, 71, 16
2022/4/6, 53, 9
2022/4/7, 31, 7
2022/4/8, 26, 16
2022/4/9, 50, 8
2022/4/10, 29, 15
2022/4/11, 51, 17
2022/4/12, 52, 14
2022/4/13, 42, 12
2022/4/14, 40, 13
2022/4/15, 44, 20
2022/4/16, 57, 20
2022/4/17, 62, 51
2022/4/18, 123, 139
2022/4/19, 186, 18
2022/4/20, 57, 54
2022/4/21, 127, 50
2022/4/22, 132, 17
2022/4/23, 51, 7
2022/4/24, 27, 11
2022/4/25, 42, 11
2022/4/26, 41, 16
2022/4/27, 53, 21
2022/4/28, 62, 25
2022/4/29, 75, 13
2022/4/30, 44, 18
2022/5/1, 61, 32
2022/5/2, 89, 42
2022/5/3, 107, 42
2022/5/4, 111, 15
2022/5/5, 52, 16
2022/5/6, 54, 22
2022/5/7, 66, 30
2022/5/8, 79, 21
2022/5/9, 65, 50
2022/5/10, 137, 21
2022/5/11, 62, 27
2022/5/12, 82, 24
2022/5/13, 75, 30
2022/5/14, 85, 32
2022/5/15, 90, 16
2022/5/16, 52, 9
2022/5/17, 31, 10
2022/5/18, 34, 8
2022/5/19, 28, 9
2022/5/20, 31, 4
2022/5/21, 10, 6
2022/5/22, 21, 9
2022/5/23, 32, 4
2022/5/24, 12, 7
2022/5/25, 23, 16
2022/5/26, 57, 11
2022/5/27, 40, 12
2022/5/28, 48, 29
2022/5/29, 86, 20
2022/5/30, 57, 4
2022/5/31, 15, 10
2022/6/1, 34, 4
2022/6/2, 15, 4
2022/6/3, 17, 4
2022/6/4, 16, 3
2022/6/5, 10, 6
2022/6/6, 23, 1
2022/6/7, 5, 4
2022/6/8, 14, 8
2022/6/9, 32, 4
2022/6/10, 16, 6
2022/6/11, 23, 8
2022/6/12, 30, 3
2022/6/13, 12, 7
2022/6/14, 29, 9
2022/6/15, 33, 5
2022/6/16, 20, 5
2022/6/17, 20, 11
2022/6/18, 42, 7
2022/6/19, 29, 12
2022/6/20, 45, 9
2022/6/21, 38, 9
2022/6/22, 34, 6
2022/6/23, 22, 5
2022/6/24, 18, 5
2022/6/25, 22, 7
2022/6/26, 30, 12
2022/6/27, 44, 7
2022/6/28, 30, 2
2022/6/29, 5, 5
2022/6/30, 18, 2
2022/7/1, 9, 3
2022/1/4, 87, 17
2022/1/5, 57, 11
2022/1/6, 40, 17
2022/1/7, 55, 46
2022/1/8, 116, 34
2022/1/9, 89, 8
2022/1/10, 31, 6
2022/1/11, 24, 21
2022/1/12, 65, 44
2022/1/13, 115, 68
2022/1/14, 155, 83
2022/1/15, 172, 30
2022/1/16, 82, 9
2022/1/17, 33, 6
2022/1/18, 22, 14
2022/1/19, 48, 25
2022/1/20, 73, 28
2022/1/21, 79, 42
2022/1/22, 105, 73
2022/1/23, 153, 75
2022/1/24, 150, 37
2022/1/25, 99, 42
2022/1/26, 107, 52
2022/1/27, 129, 62
2022/1/28, 149, 50
2022/1/29, 125, 51
2022/1/30, 127, 22
2022/1/31, 66, 34
2022/2/1, 91, 33
2022/2/2, 90, 38
2022/2/3, 100, 36
2022/2/4, 97, 40
2022/2/5, 106, 46
2022/2/6, 120, 56
2022/2/7, 132, 64
2022/2/8, 149, 41
2022/2/9, 109, 25
2022/2/10, 74, 27
2022/2/11, 78, 44
2022/2/12, 110, 61
2022/2/13, 134, 65
2022/2/14, 142, 27
2022/2/15, 77, 19
2022/2/16, 59, 29
2022/2/17, 80, 28
2022/2/18, 79, 11
2022/2/19, 42, 15
2022/2/20, 52, 32
2022/2/21, 84, 20
2022/2/22, 60, 20
2022/2/23, 62, 19
2022/2/24, 59, 15
2022/2/25, 54, 14
2022/2/26, 54, 8
2022/2/27, 31, 12
2022/2/28, 43, 16
2022/3/1, 56, 17
2022/3/2, 57, 11
2022/3/3, 36, 6
2022/3/4, 24, 15
2022/3/5, 53, 25
2022/3/6, 74, 20
2022/3/7, 54, 4
2022/3/8, 16, 5
2022/3/9, 23, 10
2022/3/10, 33, 20
2022/3/11, 61, 8
2022/3/12, 27, 6
2022/3/13, 20, 5
2022/3/14, 18, 5
2022/3/15, 19, 11
2022/3/16, 36, 23
2022/3/17, 64, 4
2022/3/18, 13, 29
2022/3/19, 81, 19
2022/3/20, 53, 6
2022/3/21, 24, 17
2022/3/22, 58, 10
2022/3/23, 40, 11
2022/3/24, 45, 7
2022/3/25, 26, 6
2022/3/26, 20, 8
2022/3/27, 31, 9
2022/3/28, 30, 17
2022/3/29, 54, 26
2022/3/30, 76, 7
2022/3/31, 27, 7
2022/4/1, 23, 4
2021/12/28, 94, 22
2021/12/29, 67, 13
2021/12/30, 46, 12
2021/12/31, 44, 23
2022/1/1, 68, 32
2022/1/2, 87, 40
2022/1/3, 102, 33
2021/1/5, 140, 60
2021/1/6, 143, 42
2021/1/7, 107, 29
2021/1/8, 80, 65
2021/1/9, 143, 66
2021/1/10, 152, 18
2021/1/11, 55, 31
2021/1/12, 82, 31
2021/1/13, 84, 43
2021/1/14, 111, 23
2021/1/15, 68, 12
2021/1/16, 39, 27
2021/1/17, 74, 25
2021/1/18, 70, 15
2021/1/19, 53, 20
2021/1/20, 63, 49
2021/1/21, 120, 44
2021/1/22, 114, 28
2021/1/23, 78, 32
2021/1/24, 87, 21
2021/1/25, 62, 23
2021/1/26, 63, 50
2021/1/27, 118, 26
2021/1/28, 74, 20
2021/1/29, 61, 7
2021/1/30, 29, 11
2021/1/31, 41, 34
2021/2/1, 90, 71
2021/2/2, 157, 66
2021/2/3, 147, 30
2021/2/4, 81, 14
2021/2/5, 47, 21
2021/2/6, 65, 39
2021/2/7, 101, 13
2021/2/8, 45, 9
2021/2/9, 34, 10
2021/2/10, 37, 9
2021/2/11, 32, 19
2021/2/12, 58, 46
2021/2/13, 108, 59
2021/2/14, 135, 37
2021/2/15, 95, 28
2021/2/16, 78, 17
2021/2/17, 54, 14
2021/2/18, 52, 24
2021/2/19, 70, 19
2021/2/20, 64, 7
2021/2/21, 27, 21
2021/2/22, 64, 18
2021/2/23, 58, 40
2021/2/24, 106, 34
2021/2/25, 93, 16
2021/2/26, 54, 
2020/10/2, 26, 12
2020/10/3, 39, 7
2020/10/4, 27, 11
2020/10/5, 41, 11
2020/10/6, 33, 3
2020/10/7, 12, 10
2020/10/8, 37, 4
2020/10/9, 14, 3
2020/10/10, 12, 7
2020/10/11, 26, 17
2020/10/12, 56, 19
2020/10/13, 63, 6
2020/10/14, 25, 7
2020/10/15, 26, 13
2020/10/16, 47, 11
2020/10/17, 39, 16
2020/10/18, 56, 8
2020/10/19, 32, 12
2020/10/20, 45, 14
2020/10/21, 44, 16
2020/10/22, 50, 27
2020/10/23, 75, 6
2020/10/24, 24, 5
2020/10/25, 22, 6
2020/10/26, 22, 10
2020/10/27, 37, 10
2020/10/28, 37, 7
2020/10/29, 25, 4
2020/10/30, 17, 6
2020/10/31, 25, 3
2020/11/1, 10, 10
2020/11/2, 38, 15
2020/11/3, 51, 2
2020/11/4, 8, 5
2020/11/5, 20, 11
2020/11/6, 44, 15
2020/11/7, 53, 15
2020/11/8, 49, 15
2020/11/9, 53, 6
2020/11/10, 22, 2
2020/11/11, 8, 5
2020/11/12, 17, 6
2020/11/13, 22, 6
2020/11/14, 23, 14
2020/11/15, 48, 17
2020/11/16, 56, 15
2020/11/17, 48, 37
2020/11/18, 95, 15
2020/11/19, 52, 14
2020/11/20, 51, 18
2020/11/21, 60, 10
2020/11/22, 36, 12
2020/11/23, 41, 36
2020/11/24, 96, 25
2020/11/25, 73, 19
2020/11/26, 61, 46
2020/11/27, 119, 58
2020/11/28, 139, 73
2020/11/29, 163, 94
2020/11/30, 178, 47
2020/12/1, 119, 22
2020/12/2, 63, 33
2020/12/3, 88, 57
2020/12/4, 138, 50
2020/12/5, 119, 66
2020/12/6, 146, 53
2020/12/7, 128, 32
2020/12/8, 83, 21
2020/12/9, 63, 33
2020/12/10, 88, 29
2020/12/11, 82, 6
2020/12/12, 25, 13
2020/12/13, 43, 14
2020/12/14, 50, 14
2020/12/15, 50, 16
2020/12/16, 56, 27
2020/12/17, 75, 19
2020/12/18, 58, 11
2020/12/19, 40, 7
2020/12/20, 28, 32
2020/12/21, 85, 10
2020/12/22, 32, 4
2020/12/23, 16, 13
2020/12/24, 43, 11
2020/12/25, 42, 9
2020/12/26, 33, 44
2020/12/27, 108, 67
2020/12/28, 150, 65
2020/12/29, 143, 18
2020/12/30, 57, 29
2020/12/31, 77, 11
2021/1/1, 37, 40
2021/1/2, 93, 93
2021/1/3, 181, 156
2021/1/4, 256, 61
2020/7/2, 40, 22
2020/7/3, 73, 19
2020/7/4, 65, 14
2020/7/5, 46, 10
2020/7/6, 37, 16
2020/7/7, 55, 20
2020/7/8, 68, 23
2020/7/9, 74, 19
2020/7/10, 65, 11
2020/7/11, 41, 43
2020/7/12, 116, 48
2020/7/13, 128, 23
2020/7/14, 72, 19
2020/7/15, 66, 6
2020/7/16, 21, 7
2020/7/17, 26, 20
2020/7/18, 67, 7
2020/7/19, 26, 8
2020/7/20, 33, 14
2020/7/21, 52, 10
2020/7/22, 39, 8
2020/7/23, 32, 9
2020/7/24, 36, 10
2020/7/25, 40, 15
2020/7/26, 55, 20
2020/7/27, 65, 18
2020/7/28, 63, 11
2020/7/29, 45, 14
2020/7/30, 52, 12
2020/7/31, 45, 15
2020/8/1, 53, 12
2020/8/2, 47, 13
2020/8/3, 51, 12
2020/8/4, 48, 15
2020/8/5, 56, 21
2020/8/6, 71, 43
2020/8/7, 116, 23
2020/8/8, 74, 29
2020/8/9, 88, 38
2020/8/10, 108, 44
2020/8/11, 123, 40
2020/8/12, 113, 13
2020/8/13, 46, 9
2020/8/14, 32, 7
2020/8/15, 29, 4
2020/8/16, 15, 11
2020/8/17, 43, 9
2020/8/18, 38, 12
2020/8/19, 39, 5
2020/8/20, 17, 5
2020/8/21, 19, 5
2020/8/22, 18, 6
2020/8/23, 24, 7
2020/8/24, 27, 12
2020/8/25, 44, 20
2020/8/26, 63, 9
2020/8/27, 33, 15
2020/8/28, 55, 15
2020/8/29, 52, 15
2020/8/30, 47, 11
2020/8/31, 42, 16
2020/9/1, 52, 14
2020/9/2, 50, 10
2020/9/3, 41, 10
2020/9/4, 39, 4
2020/9/5, 16, 6
2020/9/6, 19, 22
2020/9/7, 63, 45
2020/9/8, 109, 33
2020/9/9, 89, 29
2020/9/10, 78, 30
2020/9/11, 81, 24
2020/9/12, 68, 16
2020/9/13, 52, 13
2020/9/14, 45, 10
2020/9/15, 36, 14
2020/9/16, 47, 8
2020/9/17, 31, 8
2020/9/18, 30, 4
2020/9/19, 14, 5
2020/9/20, 20, 12
2020/9/21, 45, 13
2020/9/22, 45, 5
2020/9/23, 20, 10
2020/9/24, 31, 2
2020/9/25, 10, 10
2020/9/26, 36, 12
2020/9/27, 42, 17
2020/9/28, 57, 20
2020/9/29, 58, 4
2020/9/30, 17, 9
2020/10/1, 26, 7
2020/4/2, 54, 10
2020/4/3, 33, 15
2020/4/4, 51, 14
2020/4/5, 49, 9
2020/4/6, 35, 10
2020/4/7, 34, 15
2020/4/8, 53, 7
2020/4/9, 26, 8
2020/4/10, 30, 16
2020/4/11, 55, 20
2020/4/12, 63, 20
2020/4/13, 65, 19
2020/4/14, 61, 26
2020/4/15, 75, 28
2020/4/16, 81, 10
2020/4/17, 39, 25
2020/4/18, 76, 20
2020/4/19, 62, 15
2020/4/20, 50, 51
2020/4/21, 128, 65
2020/4/22, 154, 57
2020/4/23, 132, 26
2020/4/24, 76, 83
2020/4/25, 172, 32
2020/4/26, 83, 12
2020/4/27, 41, 20
2020/4/28, 59, 34
2020/4/29, 93, 23
2020/4/30, 64, 7
2020/5/1, 28, 6
2020/5/2, 24, 7
2020/5/3, 24, 11
2020/5/4, 40, 12
2020/5/5, 42, 15
2020/5/6, 50, 12
2020/5/7, 45, 11
2020/5/8, 41, 7
2020/5/9, 26, 14
2020/5/10, 44, 13
2020/5/11, 47, 9
2020/5/12, 33, 10
2020/5/13, 34, 17
2020/5/14, 57, 16
2020/5/15, 51, 6
2020/5/16, 22, 9
2020/5/17, 35, 14
2020/5/18, 49, 11
2020/5/19, 43, 13
2020/5/20, 48, 10
2020/5/21, 35, 22
2020/5/22, 71, 25
2020/5/23, 76, 17
2020/5/24, 53, 11
2020/5/25, 43, 19
2020/5/26, 63, 19
2020/5/27, 56, 3
2020/5/28, 10, 11
2020/5/29, 38, 6
2020/5/30, 22, 5
2020/5/31, 20, 6
2020/6/1, 25, 8
2020/6/2, 32, 7
2020/6/3, 27, 4
2020/6/4, 15, 8
2020/6/5, 27, 5
2020/6/6, 19, 10
2020/6/7, 37, 9
2020/6/8, 36, 9
2020/6/9, 33, 7
2020/6/10, 26, 16
2020/6/11, 53, 9
2020/6/12, 35, 15
2020/6/13, 51, 13
2020/6/14, 50, 9
2020/6/15, 37, 4
2020/6/16, 13, 5
2020/6/17, 21, 6
2020/6/18, 26, 12
2020/6/19, 45, 9
2020/6/20, 32, 15
2020/6/21, 47, 10
2020/6/22, 36, 3
2020/6/23, 9, 9
2020/6/24, 36, 20
2020/6/25, 65, 12
2020/6/26, 40, 10
2020/6/27, 41, 15
2020/6/28, 56, 5
2020/6/29, 17, 5
2020/6/30, 20, 5
2020/7/1, 21, 11
2020/1/2, 60, 3
2020/1/3, 13, 10
2020/1/4, 37, 11
2020/1/5, 42, 14
2020/1/6, 51, 14
2020/1/7, 50, 
2020/1/31, 69, 52
2020/2/1, 128, 41
2020/2/2, 102, 57
2020/2/3, 128, 29
2020/2/4, 78, 30
2020/2/5, 80, 47
2020/2/6, 116, 32
2020/2/7, 86, 5
2020/2/8, 18, 15
2020/2/9, 52, 16
2020/2/10, 55, 17
2020/2/11, 56, 26
2020/2/12, 74, 20
2020/2/13, 61, 27
2020/2/14, 76, 21
2020/2/15, 62, 27
2020/2/16, 78, 43
2020/2/17, 111, 24
2020/2/18, 71, 18
2020/2/19, 60, 14
2020/2/20, 51, 10
2020/2/21, 41, 11
2020/2/22, 41, 22
2020/2/23, 66, 59
2020/2/24, 145, 18
2020/2/25, 58, 41
2020/2/26, 101, 36
2020/2/27, 97, 20
2020/2/28, 63, 7
2020/2/29, 28, 12
2020/3/1, 43, 20
2020/3/2, 64, 18
2020/3/3, 58, 28
2020/3/4, 83, 24
2020/3/5, 71, 13
2020/3/6, 49, 12
2020/3/7, 41, 14
2020/3/8, 46, 8
2020/3/9, 27, 6
2020/3/10, 20, 5
2020/3/11, 19, 14
2020/3/12, 46, 10
2020/3/13, 38, 13
2020/3/14, 45, 16
2020/3/15, 52, 10
2020/3/16, 37, 10
2020/3/17, 36, 6
2020/3/18, 23, 6
2020/3/19, 26, 6
2020/3/20, 25, 12
2020/3/21, 46, 11
2020/3/22, 39, 6
2020/3/23, 22, 4
2020/3/24, 15, 11
2020/3/25, 36, 5
2020/3/26, 18, 6
2020/3/27, 25, 6
2020/3/28, 24, 4
2020/3/29, 15, 2
2020/3/30, 6, 5
2020/3/31, 17, 8
2020/4/1, 28, 17
2019/12/29, 134, 63
2019/12/30, 140, 
2021/12/27, , 38
2020/1/1, , 21
2020/1/30, , 26
2019/12/28, , 53