date, pm25, pm10, o3, no2, so2
2023/4/2, 13, 8, 30, 2, 
2023/4/3, 30, 9, 34, 3, 
2023/4/4, 32, 7, 35, 4, 
2023/4/5, 22, 15, 34, 8, 
2023/4/6, 51, 24, 35, 11, 
2023/4/7, 67, 27, 36, 9, 
2023/4/8, 72, 12, 21, 5, 
2023/4/9, 44, 24, 30, 7, 
2023/4/10, 70, 15, 36, 4, 
2023/4/11, 57, 14, 23, 9, 
2023/4/12, 38, , , , 
2023/1/3, 49, 12, 21, 7, 
2023/1/4, 40, 7, 24, 2, 
2023/1/5, 27, 3, 24, 2, 
2023/1/6, 14, 8, 23, 2, 
2023/1/7, 23, 6, 24, 3, 
2023/1/8, 21, 9, 16, 1, 
2023/1/9, 37, 11, 21, 4, 
2023/1/10, 41, 9, 22, 4, 
2023/1/11, 30, 9, 20, 3, 
2023/1/12, 29, 5, 26, 1, 
2023/1/13, 16, 5, 26, 1, 
2023/1/14, 21, 6, 28, 1, 
2023/1/15, 21, 4, 30, 1, 
2023/1/16, 23, 4, 26, 3, 
2023/1/17, 9, 8, 25, 7, 
2023/1/18, 40, 16, 12, 7, 
2023/1/19, 65, 13, 19, 6, 
2023/1/20, 44, 22, 17, 10, 
2023/1/21, 70, 9, 18, 5, 
2023/1/22, 38, 14, 11, 9, 
2023/1/23, 50, 19, 6, 11, 
2023/1/24, 44, 16, 8, 11, 
2023/1/25, 36, 23, 18, 10, 
2023/1/26, 46, 17, 16, 7, 
2023/1/27, 37, 11, 6, 8, 
2023/1/28, 28, 12, 27, 4, 
2023/1/29, 30, 9, 24, 2, 
2023/1/30, 19, 8, 28, 3, 
2023/1/31, 14, 6, 27, 2, 
2023/2/1, 10, 4, 29, 2, 
2023/2/2, 10, 7, 26, 3, 
2023/2/3, 21, 4, 31, 2, 
2023/2/4, 20, 5, 26, 2, 
2023/2/5, 17, 9, 23, 6, 
2023/2/6, 32, 32, 12, 14, 
2023/2/7, 48, 49, 10, 20, 
2023/2/8, 74, 43, 25, 13, 
2023/2/9, 71, 20, 24, 12, 
2023/2/10, 50, 36, 15, 9, 
2023/2/11, 52, 24, 21, 7, 
2023/2/12, 30, 17, 14, 8, 
2023/2/13, 25, 21, 24, 8, 
2023/2/14, 35, 22, 18, 7, 
2023/2/15, 43, 23, 19, 7, 
2023/2/16, 45, 24, 23, 7, 
2023/2/17, 51, 13, 23, 5, 
2023/2/18, 19, 4, 27, 2, 
2023/2/19, 15, 5, 25, 3, 
2023/2/20, 7, 8, 30, 4, 
2023/2/21, 16, 6, 27, 4, 
2023/2/22, 10, 16, 21, 8, 
2023/2/23, 20, 22, 21, 7, 
2023/2/24, 37, 15, 29, 4, 
2023/2/25, 36, 4, 28, 2, 
2023/2/27, 18, 8, 27, 6, 
2023/2/28, 39, 16, 21, 7, 
2023/3/1, 35, 30, 30, 12, 
2023/3/2, 57, 37, 28, 17, 1
2023/3/3, 75, 34, 23, 12, 
2023/3/4, 37, 20, 24, 8, 
2023/3/5, 30, 8, 33, 2, 
2023/3/6, 19, 9, 28, 4, 
2023/3/7, 29, 11, 30, 3, 
2023/3/8, 19, 11, 29, 4, 
2023/3/9, 16, 6, 30, 3, 1
2023/3/10, 12, 4, 33, 2, 1
2023/3/12, 21, 10, 34, 2, 
2023/3/13, 37, 5, 24, 2, 
2023/3/15, 48, 10, 31, 4, 
2023/3/16, 33, 11, 31, 5, 
2023/3/17, 32, 15, 33, 6, 
2023/3/18, 43, 20, 35, 8, 
2023/3/19, 38, 44, 32, 13, 2
2023/3/20, 64, 19, 29, 5, 
2023/3/21, 57, 9, 28, 5, 
2023/3/22, 25, 13, 35, 4, 1
2023/3/23, 34, 11, 33, 3, 
2023/3/24, 24, 7, 31, 2, 
2023/3/25, 26, 4, 35, 1, 
2023/3/26, 26, 4, 33, 1, 
2023/3/27, 21, 9, 34, 3, 
2023/3/28, 32, 7, 34, 2, 
2023/3/29, 42, 11, 31, 3, 
2023/3/30, 32, 10, 35, 3, 
2023/3/31, 30, 3, 31, 2, 1
2023/4/1, 13, 4, 29, 1, 
2022/10/2, 46, 6, 19, 2, 2
2022/10/3, 18, 8, 21, 2, 2
2022/10/4, 16, 9, 20, 4, 2
2022/10/5, 25, 14, 16, 4, 2
2022/10/6, 43, 15, 19, 7, 2
2022/10/7, 43, 21, 14, 11, 1
2022/10/8, 62, 19, 20, 4, 2
2022/10/9, 55, 10, 22, 4, 1
2022/10/10, 24, 14, 16, 7, 2
2022/10/11, 37, 22, 13, 8, 2
2022/10/12, 52, 24, 12, 15, 2
2022/10/13, 61, 24, 17, 6, 2
2022/10/14, 59, 19, 13, 5, 3
2022/10/15, 49, 11, 13, 2, 3
2022/10/16, 32, 12, 11, 4, 2
2022/10/17, 31, 25, 18, 5, 1
2022/10/18, 66, 22, 6, 7, 1
2022/10/19, 62, 10, 22, 7, 2
2022/10/20, 26, 15, 16, 7, 2
2022/10/21, 36, 20, 10, 6, 2
2022/10/22, 56, 17, 19, 4, 2
2022/10/23, 49, 15, 11, 5, 2
2022/10/24, 42, 16, 19, 4, 2
2022/10/25, 40, 9, 22, 3, 2
2022/10/26, 23, 15, 9, 5, 2
2022/10/27, 36, 20, 15, 7, 1
2022/10/28, 55, 19, 10, 5, 1
2022/10/29, 51, 27, 5, 8, 2
2022/10/30, 68, 31, 3, 9, 2
2022/10/31, 84, 28, 1, 11, 2
2022/11/1, 72, 19, 3, 7, 2
2022/11/2, 49, 14, 20, 5, 1
2022/11/3, 38, 17, 9, 10, 2
2022/11/4, 43, 15, 20, 6, 3
2022/11/5, 48, 10, 18, 4, 2
2022/11/6, 36, 17, 9, 5, 2
2022/11/7, 46, 11, 19, 5, 2
2022/11/8, 40, 14, 17, 5, 3
2022/11/9, 41, 13, 9, 3, 2
2022/11/10, 53, 16, 19, 5, 2
2022/11/11, 48, 16, 9, 7, 1
2022/11/12, 44, 25, 4, 8, 1
2022/11/13, 68, 17, 8, 9, 1
2022/11/14, 57, 24, 12, 11, 2
2022/11/15, 69, 18, 3, 8, 2
2022/11/16, 51, 13, 1, 10, 2
2022/11/17, 44, 11, 2, 6, 
2022/11/18, 39, 16, 12, 6, 
2022/11/19, 52, 18, 11, 7, 
2022/11/20, 58, 38, 6, 11, 
2022/11/21, 114, 10, 18, 8, 
2022/11/22, 37, 18, 4, 9, 
2022/11/23, 60, 27, 2, 8, 
2022/11/24, 78, 19, 9, 8, 
2022/11/25, 62, 14, 10, 8, 
2022/11/26, 42, 15, 16, 6, 
2022/11/27, 44, 16, 6, 4, 
2022/11/28, 50, 21, 4, 12, 
2022/11/29, 66, 24, 16, 8, 
2022/11/30, 76, 25, 12, 13, 
2022/12/1, 78, 38, 5, 13, 
2022/12/2, 99, 27, 7, 7, 
2022/12/3, 85, 24, 2, 8, 
2022/12/4, 78, 21, 12, 5, 1
2022/12/5, 66, 13, 9, 5, 
2022/12/6, 46, 9, 4, 7, 
2022/12/7, 33, 7, 13, 6, 
2022/12/8, 24, 9, 18, 5, 
2022/12/9, 32, 27, 7, 11, 
2022/12/10, 80, 27, 6, 10, 
2022/12/11, 84, 13, 18, 5, 
2022/12/12, 50, 16, 14, 9, 
2022/12/13, 59, 26, 12, 10, 
2022/12/14, 74, 35, 6, 16, 1
2022/12/15, 99, 50, 5, 18, 
2022/12/16, 139, 42, 7, 17, 2
2022/12/17, 118, 32, 18, 16, 
2022/12/18, 92, 41, 15, 14, 
2022/12/19, 111, 34, 14, 11, 
2022/12/20, 102, 28, 13, 8, 
2022/12/21, 83, 22, 6, 9, 
2022/12/22, 73, 10, 20, 6, 
2022/12/23, 37, 5, 18, 4, 
2022/12/24, 16, 8, 25, 3, 
2022/12/25, 28, 10, 18, 2, 
2022/12/26, 28, 7, 28, 2, 
2022/12/27, 26, 8, 25, 2, 
2022/12/28, 20, 5, 21, 1, 
2022/12/29, 24, 5, 25, 1, 
2022/12/30, 12, 5, 26, 1, 
2022/12/31, 21, 5, 23, , 
2023/1/1, 16, 12, 22, 1, 
2023/1/2, 43, 15, 15, 2, 
2022/7/2, 55, 10, 41, 3, 
2022/7/3, 22, 10, 40, 3, 
2022/7/4, 33, 18, 49, 5, 
2022/7/5, 55, 13, 46, 3, 2
2022/7/6, 40, 15, 42, 4, 
2022/7/7, 37, 10, 28, 5, 
2022/7/8, 33, 10, 26, 2, 
2022/7/9, 33, 8, 24, 3, 
2022/7/10, 15, 7, 25, 2, 
2022/7/11, 18, 9, 32, 2, 
2022/7/12, 20, 11, 34, 4, 
2022/7/13, 29, 13, 39, 4, 
2022/7/14, 33, 14, 48, 4, 1
2022/7/15, 40, 13, 31, 3, 
2022/7/16, 33, 11, 34, 3, 
2022/7/17, 41, 10, 42, 3, 
2022/7/18, 30, 15, 54, 6, 
2022/7/19, 43, 15, 46, 6, 
2022/7/20, 48, 19, 50, 8, 
2022/7/21, 49, 20, 61, 5, 
2022/7/22, 51, 16, 52, 4, 
2022/7/23, 47, 21, 48, 4, 
2022/7/24, 54, 15, 53, 4, 
2022/7/25, 44, 14, 49, 7, 
2022/7/26, 46, 24, 37, 3, 1
2022/7/27, 64, 32, 32, 4, 1
2022/7/28, 86, 16, 46, 5, 
2022/7/29, 36, 20, 45, 7, 1
2022/7/30, 58, 14, 34, 3, 
2022/7/31, 46, 17, 49, 4, 1
2022/8/1, 51, 13, 29, 5, 1
2022/8/2, 41, 8, 37, 5, 
2022/8/3, 26, 13, 44, 6, 
2022/8/4, 42, 14, 56, 6, 
2022/8/5, 47, 21, 84, 5, 
2022/8/6, 57, 10, 34, 2, 
2022/8/7, 33, 8, 34, 4, 
2022/8/8, 29, 11, 38, 6, 
2022/8/9, 30, 15, 39, 7, 
2022/8/10, 43, 16, 43, 7, 
2022/8/11, 44, 15, 43, 7, 
2022/8/12, 47, 18, 36, 5, 
2022/8/13, 40, 15, 43, 4, 1
2022/8/14, 43, 16, 42, 4, 1
2022/8/15, 44, 20, 41, 5, 1
2022/8/16, 55, 15, 48, 5, 1
2022/8/17, 41, 20, 62, 7, 1
2022/8/18, 55, 27, 57, 10, 1
2022/8/19, 64, 22, 52, 3, 1
2022/8/20, 64, 13, 31, 4, 
2022/8/21, 39, 12, 36, 3, 
2022/8/22, 32, 10, 25, 5, 
2022/8/23, 24, 13, 19, 5, 
2022/8/24, 38, 20, 33, 7, 
2022/8/25, 50, 28, 42, 6, 
2022/8/26, 57, 26, 44, 7, 
2022/8/27, 60, 17, 11, 4, 
2022/8/28, 46, 14, , 4, 
2022/8/29, 33, 18, 36, 5, 
2022/8/30, 43, 15, 37, 7, 
2022/8/31, 33, 12, 26, 6, 
2022/9/1, 31, 11, 28, 5, 
2022/9/2, 26, 8, 32, 5, 1
2022/9/3, 24, 11, 33, 4, 1
2022/9/4, 35, 16, 41, 5, 1
2022/9/5, 53, 18, 30, 7, 
2022/9/6, 51, 18, 34, 8, 
2022/9/7, 57, 17, 32, 4, 1
2022/9/8, 45, 9, 23, 3, 1
2022/9/9, 29, 7, 24, 4, 1
2022/9/10, 17, 5, 25, 2, 1
2022/9/11, 14, 6, 29, 3, 1
2022/9/12, 17, 11, 29, 7, 1
2022/9/13, 30, 11, 31, 4, 2
2022/9/14, 33, 10, 20, 5, 2
2022/9/15, 29, 10, 18, 7, 2
2022/9/16, 27, 8, 23, 3, 2
2022/9/17, 21, 6, 20, 2, 2
2022/9/18, 14, 5, 22, 1, 2
2022/9/19, 16, 3, 19, 3, 2
2022/9/20, 21, 4, 20, 5, 1
2022/9/21, 18, 11, 21, 5, 1
2022/9/22, 28, 12, 25, 7, 1
2022/9/23, 39, 14, 25, 7, 1
2022/9/24, 41, 18, 28, 5, 2
2022/9/25, 51, 22, 24, 5, 2
2022/9/26, 65, 11, 22, 5, 3
2022/9/27, 32, 5, 20, 2, 3
2022/9/28, 19, 5, 19, 2, 3
2022/9/29, 17, 10, 22, 5, 3
2022/9/30, 38, 21, 19, 10, 2
2022/10/1, 61, 15, 19, 3, 2
2022/4/2, 51, 22, 30, 3, 
2022/4/3, 60, 9, 32, 2, 
2022/4/4, 33, 8, 34, 2, 
2022/4/5, 30, 9, 28, 4, 
2022/4/6, 35, 5, 22, 3, 
2022/4/7, 19, 3, 27, 2, 
2022/4/8, 16, 7, 29, 3, 
2022/4/9, 23, 7, 30, 3, 
2022/4/10, 38, 7, 31, 2, 
2022/4/11, 20, 8, 34, 6, 
2022/4/12, 24, 17, 36, 11, 
2022/4/13, 47, 17, 38, 10, 
2022/4/14, 48, 23, 40, 10, 
2022/4/15, 69, 9, 25, 4, 
2022/4/16, 35, 8, 32, 3, 
2022/4/17, 33, 11, 34, 4, 
2022/4/18, 40, 11, 34, 5, 
2022/4/19, 43, 13, 30, 7, 
2022/4/20, 43, 15, 28, 8, 
2022/4/21, 54, 16, 25, 6, 
2022/4/22, 56, 19, 28, 8, 
2022/4/23, 60, 12, 36, 3, 
2022/4/24, 42, 15, 25, 6, 
2022/4/25, 54, 15, 26, 6, 
2022/4/26, 55, 16, 38, 6, 
2022/4/27, 54, 13, 39, 7, 
2022/4/28, 50, 17, 44, 7, 
2022/4/29, 55, 20, 44, 9, 
2022/4/30, 64, 26, 43, 8, 
2022/5/1, 77, 46, 47, 9, 
2022/5/2, 121, 18, 55, 8, 
2022/5/3, 58, 19, 57, 6, 
2022/5/4, 44, 16, 58, 6, 
2022/5/5, 53, 16, 40, 7, 
2022/5/6, 58, 18, 43, 7, 
2022/5/7, 59, 20, 46, 5, 
2022/5/8, 61, 21, 47, 4, 
2022/5/9, 71, 14, 50, 6, 
2022/5/10, 52, 15, 48, 7, 5
2022/5/11, 54, 13, 55, 5, 5
2022/5/12, 53, 15, 38, 3, 2
2022/5/13, 54, 16, 44, 4, 
2022/5/14, 50, 11, 46, 3, 
2022/5/15, 42, 16, 51, 5, 1
2022/5/16, 50, 20, 55, 7, 
2022/5/17, 57, 17, 40, 5, 1
2022/5/18, 51, 21, 50, 6, 
2022/5/19, 61, 12, 52, 5, 
2022/5/20, 38, 12, 39, 4, 
2022/5/21, 39, 10, 37, 1, 
2022/5/22, 27, 9, 41, 2, 
2022/5/23, 22, 10, 39, 5, 
2022/5/24, 29, 11, 32, 3, 
2022/5/25, 31, 11, 32, 4, 
2022/5/26, 30, 11, 34, 3, 
2022/5/27, 29, 6, 28, 2, 
2022/5/28, 17, 8, 35, 1, 
2022/5/29, 22, 7, 34, 3, 1
2022/5/30, 21, 9, 36, 4, 
2022/5/31, 25, 9, 44, 5, 
2022/6/1, 32, 8, 44, 2, 
2022/6/2, 26, 11, 45, 5, 1
2022/6/3, 38, 13, 49, 5, 
2022/6/4, 35, 16, 46, 3, 
2022/6/5, 54, 16, 48, 4, 
2022/6/6, 49, 10, 36, 2, 
2022/6/7, 28, 8, 25, 4, 
2022/6/8, 24, 10, 42, 4, 
2022/6/9, 26, 12, 28, 4, 1
2022/6/10, 38, 11, 42, 3, 
2022/6/11, 36, 16, 51, 5, 
2022/6/12, 51, 13, 46, 4, 1
2022/6/13, 42, 15, 36, 5, 
2022/6/14, 46, 11, 42, 5, 
2022/6/15, 28, 14, 44, 5, 
2022/6/16, 45, 15, 52, 4, 
2022/6/17, 47, 12, 41, 4, 
2022/6/18, 38, 10, 50, 2, 
2022/6/19, 33, 22, 47, 2, 1
2022/6/20, 50, 27, 33, 5, 1
2022/6/21, 62, 9, 36, 4, 
2022/6/22, 22, 11, 46, 5, 
2022/6/23, 33, 14, 59, 5, 1
2022/6/24, 42, 16, 43, 5, 
2022/6/25, 52, 12, 29, 4, 
2022/6/26, 41, 13, 45, 3, 
2022/6/27, 41, 17, 43, 5, 
2022/6/28, 51, 14, 40, 3, 
2022/6/29, 40, 14, 32, 5, 
2022/6/30, 46, 12, 42, 3, 
2022/7/1, 33, 21, 30, 4, 
2022/1/4, 19, 3, 26, 3, 1
2022/1/6, 14, 9, 22, 6, 
2022/1/7, 30, 15, 20, 5, 
2022/1/8, 55, 10, 26, 4, 
2022/1/9, 42, 6, 24, 2, 1
2022/1/10, 24, 11, 18, 8, 1
2022/1/11, 41, 28, 16, 10, 2
2022/1/12, 94, 19, 19, 6, 1
2022/1/13, 68, 15, 14, 6, 
2022/1/14, 57, 10, 18, 7, 1
2022/1/15, 41, 14, 16, 12, 1
2022/1/16, 50, 29, 11, 8, 1
2022/1/17, 87, 7, 22, 5, 
2022/1/18, 36, 15, 17, 11, 
2022/1/19, 46, 11, 20, 6, 
2022/1/20, 36, 6, 29, 2, 1
2022/1/21, 23, 7, 27, 3, 
2022/1/22, 17, 7, 27, 5, 
2022/1/23, 23, 10, 23, 4, 
2022/1/24, 35, 13, 15, 9, 
2022/1/25, 47, 11, 18, 6, 1
2022/1/26, 43, 12, 14, 6, 1
2022/1/27, 44, 11, 13, 7, 
2022/1/28, 44, 7, 30, 3, 
2022/1/29, 22, 8, 22, 3, 1
2022/1/30, 22, 6, 32, 1, 
2022/1/31, 28, 11, 28, 4, 1
2022/2/1, 20, 9, 25, 4, 
2022/2/2, 33, 5, 28, 2, 
2022/2/3, 24, 9, 25, 5, 
2022/2/4, 30, 9, 24, 4, 
2022/2/5, 38, 5, 28, 1, 
2022/2/6, 14, 5, 29, 1, 
2022/2/7, 19, 6, 30, 2, 
2022/2/8, 28, 7, 24, 3, 
2022/2/9, 24, 5, 23, 4, 1
2022/2/10, 17, 9, 25, 4, 1
2022/2/11, 30, 7, 27, 3, 
2022/2/12, 28, 8, 24, 6, 
2022/2/13, 37, 11, 27, 5, 
2022/2/14, 42, 15, 27, 8, 
2022/2/15, 57, 24, 22, 7, 
2022/2/16, 72, 5, 27, 3, 
2022/2/17, 22, 5, 31, 2, 1
2022/2/18, 23, 7, 34, 3, 1
2022/2/19, 23, 7, 32, 1, 
2022/2/20, 27, 4, 28, 1, 
2022/2/21, 18, 3, 31, 1, 1
2022/2/22, 12, 8, 28, 2, 
2022/2/23, 21, 8, 31, 3, 
2022/2/24, 29, 12, 28, 5, 
2022/2/25, 39, 6, 29, 3, 
2022/2/26, 24, 9, 24, 5, 
2022/2/27, 30, 14, 29, 9, 
2022/2/28, 48, 23, 26, 10, 
2022/3/1, 78, 23, 26, 14, 
2022/3/2, 74, 42, 18, 20, 1
2022/3/3, 121, 38, 27, 15, 1
2022/3/4, 114, 31, 15, 17, 
2022/3/5, 95, 21, 25, 11, 
2022/3/6, 71, 17, 22, 6, 
2022/3/7, 63, 16, 28, 7, 1
2022/3/8, 56, 19, 28, 13, 
2022/3/9, 59, 28, 27, 11, 
2022/3/10, 84, 28, 26, 9, 
2022/3/11, 92, 15, 33, 5, 
2022/3/12, 52, 13, 26, 5, 
2022/3/13, 47, 17, , 5, 
2022/3/14, 58, 20, 21, 8, 
2022/3/15, 66, 26, 24, 10, 
2022/3/16, 80, 29, 26, 9, 
2022/3/17, 92, 37, 32, 14, 
2022/3/18, 108, 44, 29, 13, 
2022/3/19, 129, 31, 38, 11, 
2022/3/20, 100, 20, 38, 4, 
2022/3/21, 70, 19, 35, 7, 
2022/3/22, 63, 23, 38, 11, 
2022/3/23, 69, 27, 36, 16, 
2022/3/24, 76, 38, 47, 11, 
2022/3/25, 97, 43, 42, 13, 
2022/3/26, 113, 35, 38, 7, 
2022/3/27, 90, 15, 32, 7, 
2022/3/28, 52, 21, 28, 7, 
2022/3/29, 63, 26, 25, 10, 
2022/3/30, 71, 29, 21, 12, 
2022/3/31, 80, 13, 19, 7, 
2022/4/1, 47, 12, 22, 6, 
2021/10/2, 39, 10, 34, 2, 
2021/10/3, 38, 21, 27, 5, 
2021/10/4, 64, 30, 15, 12, 1
2021/10/5, 81, 18, 14, 7, 
2021/10/6, 56, 9, 21, 4, 
2021/10/7, 25, 10, 22, 7, 1
2021/10/8, 29, 25, 30, 6, 1
2021/10/9, 61, 26, 31, 6, 1
2021/10/10, 68, 28, 27, 11, 2
2021/10/11, 70, 25, 26, 8, 1
2021/10/12, 72, 7, 21, 5, 1
2021/10/13, 22, 8, 24, 7, 
2021/10/14, 29, 8, 12, 4, 
2021/10/15, 31, 8, 27, 3, 
2021/10/16, 26, 10, 29, 4, 
2021/10/17, 36, , , , 
2021/10/19, 51, 14, 23, 5, 1
2021/10/20, 48, 6, 32, 2, 1
2021/10/21, 24, 10, 30, 2, 1
2021/10/22, 35, 7, 28, 2, 
2021/10/23, 18, 7, 31, 3, 1
2021/10/24, 26, 17, 26, 7, 
2021/10/25, 54, 24, 25, 11, 1
2021/10/26, 70, 25, 3, 7, 
2021/10/27, 77, 17, 18, 10, 
2021/10/28, 52, 30, 15, 14, 
2021/10/29, 83, 37, 18, 16, 1
2021/10/30, 102, 39, 28, 10, 2
2021/10/31, 104, 35, 28, 6, 1
2021/11/1, 104, 36, 12, 11, 
2021/11/2, 106, 11, 20, 6, 
2021/11/3, 32, 10, 13, 7, 
2021/11/4, 33, 11, 18, 6, 
2021/11/5, 41, 9, 20, 5, 
2021/11/6, 31, 11, 24, 4, 
2021/11/7, 40, 13, 14, 2, 
2021/11/8, 41, 9, 19, 5, 
2021/11/9, 27, 15, 16, 10, 
2021/11/10, 44, 28, 6, 14, 
2021/11/11, 81, 30, 9, 8, 
2021/11/12, 83, 23, 7, 5, 
2021/11/13, 77, 14, 8, 4, 
2021/11/14, 54, 33, 7, 7, 
2021/11/15, 93, 35, 10, 9, 
2021/11/16, 105, 35, 14, 14, 
2021/11/17, 93, 22, 11, 7, 
2021/11/18, 67, 10, 19, 5, 
2021/11/19, 25, 8, 17, 4, 
2021/11/20, 28, 6, 20, 3, 1
2021/11/21, 22, 15, 16, 3, 
2021/11/22, 47, 15, 19, 7, 
2021/11/23, 45, 9, 16, 7, 
2021/11/24, 31, 16, 23, 6, 1
2021/11/25, 53, 20, 20, 5, 
2021/11/26, 60, 21, 11, 9, 1
2021/11/27, 69, 17, 13, 6, 
2021/11/28, 61, 22, 11, 9, 
2021/11/29, 74, 16, 13, 8, 
2021/11/30, 55, 6, 19, 3, 
2021/12/1, 23, 3, 26, 2, 
2021/12/2, 10, 5, 24, 5, 1
2021/12/3, 27, 10, 22, 5, 
2021/12/4, 32, 11, 21, 7, 1
2021/12/5, 40, 14, 18, 6, 
2021/12/6, 48, 19, 9, 8, 
2021/12/7, 64, 25, 6, 9, 
2021/12/8, 85, 23, 7, 12, 1
2021/12/9, 74, 33, 5, 13, 
2021/12/10, 99, 13, 14, 10, 
2021/12/11, 46, 21, 16, 8, 1
2021/12/12, 73, 15, 20, 3, 
2021/12/13, 48, 9, 12, 7, 
2021/12/14, 39, 11, 13, 9, 
2021/12/15, 43, 15, 10, 7, 
2021/12/16, 40, 8, 14, 7, 
2021/12/17, 35, 11, 18, 8, 
2021/12/18, 47, 11, 14, 6, 
2021/12/19, 37, 4, 25, 2, 1
2021/12/20, 15, 6, 23, 6, 
2021/12/21, 31, 16, 9, 14, 
2021/12/22, 50, 30, 11, 15, 1
2021/12/23, 89, 24, 13, 9, 1
2021/12/24, 82, 9, 23, 4, 1
2021/12/25, 33, 7, 23, 5, 
2021/12/26, 28, 21, 11, 12, 2
2021/12/27, 75, 25, 14, 13, 1
2021/12/28, 88, 25, 14, 6, 
2021/12/29, 79, 11, 14, 9, 
2021/12/30, 42, 6, 16, 3, 
2021/12/31, 23, 4, 19, 2, 
